ID,brand,fuel_type,engine_size,weight,horsepower,cylinders,model_year,mpg
1264,Kia,Hybrid,0.0,0.0,48,4,2020,60.6
1238,Hyundai,Diesel,0.0,1265.3,163,4,2020,43.38
1201,Ford,Gasoline,2.8,1411.2,135,3,2023,43.46
2179,Ford,Gasoline,2.44,1056.7,109,4,2006,42.49
2467,Tesla,Gasoline,2.71,0.0,138,6,2023,41.64
2011,Hyundai,Hybrid,0.0,0.0,76,8,2023,61.62
1378,Tesla,Gasoline,0.0,929.3,102,4,2016,52.1
70,Tesla,Hybrid,0.99,0.0,46,6,2006,59.41
3598,Tesla,Hybrid,1.63,0.0,90,6,2015,57.97
46,Toyota,Gasoline,0.0,0.0,139,6,2021,43.48
1069,Toyota,Electric,1.43,1994.5,64,6,2008,64.42
3494,Tesla,Gasoline,1.85,1564.5,79,4,2005,39.78
184,Tesla,Gasoline,1.27,0.0,69,4,2015,46.58
2251,BMW,Gasoline,2.49,1064.5,111,4,2014,41.72
1414,Hyundai,Hybrid,0.0,0.0,111,8,2023,53.51
1587,Tesla,Diesel,0.0,1108.5,212,6,2011,35.52
1271,Toyota,Gasoline,0.0,1549.8,86,4,2010,43.79
1415,Toyota,Gasoline,1.81,1753.3,88,6,2005,42.79
140,Toyota,Gasoline,3.3,1347.7,171,4,2011,39.01
3354,BMW,Gasoline,1.78,1648.6,67,4,2021,45.17
3212,Tesla,Hybrid,2.96,0.0,148,6,2022,51.98
310,Tesla,Hybrid,1.17,1008.7,69,6,2010,59.23
267,Toyota,Gasoline,3.26,1230.7,177,4,2009,39.58
3151,BMW,Diesel,2.35,1476.9,122,6,2019,44.72
2169,BMW,Hybrid,0.0,1343.3,124,4,2018,53.82
3208,Toyota,Gasoline,1.06,1222.3,49,4,2008,47.91
64,Tesla,Hybrid,1.88,0.0,86,4,2020,56.63
2572,Toyota,Gasoline,2.35,1000.8,129,4,2008,43.15
1992,Hyundai,Hybrid,0.0,0.0,77,4,2021,56.4
1579,Hyundai,Gasoline,0.0,1570.2,140,4,2014,38.07
2683,Hyundai,Electric,0.8,1332.4,38,4,2010,69.56
145,BMW,Gasoline,2.46,1248.1,130,3,2012,40.81
3457,Ford,Hybrid,0.0,0.0,120,6,2023,52.83
3402,Ford,Gasoline,1.83,0.0,93,4,2005,46.78
3993,Toyota,Diesel,3.23,1273.6,156,4,2014,39.34
1406,BMW,Gasoline,1.52,1450.0,76,4,2009,48.09
3667,Tesla,Gasoline,2.35,0.0,121,4,2021,44.17
2580,Ford,Gasoline,2.36,1220.4,120,4,2005,41.95
777,Toyota,Diesel,1.92,0.0,95,4,2011,45.17
2172,Tesla,Gasoline,2.29,0.0,97,6,2015,44.2
3025,Ford,Hybrid,0.0,1849.4,107,4,2018,55.12
1965,BMW,Hybrid,0.0,1157.6,166,8,2017,48.63
970,Toyota,Diesel,0.8,0.0,41,6,2022,53.46
2282,Hyundai,Diesel,3.04,1443.7,143,4,2014,40.05
252,BMW,Hybrid,0.8,1551.7,36,4,2023,65.36
3615,Ford,Diesel,1.95,0.0,99,4,2018,44.53
865,Toyota,Diesel,1.18,1607.7,56,4,2005,47.73
810,Toyota,Diesel,1.52,0.0,74,4,2012,50.61
1599,Hyundai,Gasoline,1.66,1651.2,60,8,2014,44.97
2593,BMW,Gasoline,2.45,0.0,123,6,2014,41.93
3493,Tesla,Gasoline,0.0,1769.7,116,4,2014,43.54
1299,BMW,Gasoline,1.5,0.0,75,4,2023,48.94
3871,Kia,Hybrid,0.0,1993.8,68,4,2015,54.6
280,Tesla,Gasoline,1.45,0.0,77,8,2023,47.51
1462,Hyundai,Diesel,0.8,1385.6,38,6,2013,49.16
1423,Tesla,Gasoline,0.0,1378.0,103,6,2010,41.47
3284,Kia,Gasoline,0.0,1658.9,128,6,2019,40.57
1573,Hyundai,Gasoline,1.57,1138.6,79,4,2010,46.84
359,BMW,Hybrid,3.13,0.0,166,4,2008,48.13
3928,Tesla,Gasoline,1.98,1439.9,95,4,2016,44.82
300,BMW,Gasoline,0.0,1116.1,35,3,2009,49.76
1076,BMW,Gasoline,1.67,1060.6,66,4,2008,44.83
1030,Hyundai,Gasoline,2.64,1464.8,122,4,2007,41.21
535,Ford,Gasoline,0.0,1626.7,71,6,2006,44.43
3318,BMW,Hybrid,2.62,1680.1,135,4,2006,49.21
3253,Tesla,Gasoline,1.59,1505.1,91,4,2016,47.4
1771,Toyota,Gasoline,2.7,1409.8,124,4,2010,37.76
2919,Kia,Diesel,0.0,0.0,79,6,2011,44.97
416,BMW,Diesel,0.0,1330.6,85,6,2015,44.25
840,Kia,Gasoline,0.0,0.0,138,6,2013,37.37
2628,Ford,Hybrid,1.67,955.9,77,8,2008,57.31
3805,Toyota,Diesel,0.0,1594.4,168,4,2010,38.27
1043,Toyota,Gasoline,2.32,1696.6,125,4,2018,42.39
1498,Ford,Diesel,0.0,1983.4,133,4,2018,42.53
1399,Ford,Diesel,0.0,0.0,55,4,2005,46.8
309,Hyundai,Electric,3.15,1368.4,151,4,2023,61.06
1533,Toyota,Diesel,2.2,1343.8,113,6,2018,40.42
2488,Tesla,Gasoline,0.0,1495.9,33,4,2012,51.1
3285,Hyundai,Hybrid,2.66,1355.2,132,6,2017,53.78
2619,Ford,Hybrid,0.0,0.0,109,4,2012,53.42
1074,BMW,Electric,0.0,1415.8,113,6,2005,64.75
3300,BMW,Gasoline,0.0,1323.6,29,3,2015,51.59
3053,Ford,Diesel,2.55,827.9,120,8,2012,43.44
3518,Kia,Gasoline,2.13,0.0,98,4,2018,43.15
762,Hyundai,Electric,0.0,0.0,97,6,2014,68.72
2772,Ford,Hybrid,0.0,0.0,194,4,2007,45.51
1111,Ford,Electric,2.64,1266.5,128,6,2021,64.3
1877,Kia,Hybrid,0.84,1763.6,50,4,2016,58.77
2054,BMW,Gasoline,0.0,1533.4,177,3,2010,39.82
59,Ford,Hybrid,0.0,2216.9,132,6,2015,52.58
77,Hyundai,Electric,2.46,0.0,129,4,2017,64.0
369,Toyota,Gasoline,0.0,0.0,109,3,2016,43.55
2430,Kia,Diesel,0.0,1378.8,116,3,2011,43.96
3201,Tesla,Gasoline,2.55,0.0,126,4,2011,43.49
734,Kia,Hybrid,0.0,0.0,52,6,2008,59.56
3830,Kia,Diesel,0.0,1331.2,147,6,2018,43.52
2320,Tesla,Diesel,0.93,0.0,30,4,2023,50.08
2385,Toyota,Diesel,1.78,0.0,83,4,2010,44.39
2731,Kia,Gasoline,0.0,1497.7,102,6,2011,47.4
1840,Tesla,Gasoline,1.82,1731.8,95,3,2015,46.53
2665,Hyundai,Diesel,2.21,1747.6,107,4,2013,43.54
125,BMW,Electric,1.83,1501.3,112,4,2016,64.54
3473,Ford,Diesel,2.76,0.0,124,4,2010,37.47
3732,Kia,Electric,0.0,0.0,108,6,2021,64.63
2257,Toyota,Gasoline,0.0,1390.2,76,4,2010,45.1
2314,BMW,Diesel,0.0,0.0,107,6,2016,42.46
430,BMW,Hybrid,0.0,1703.0,47,4,2016,61.51
1974,Ford,Gasoline,0.0,1232.5,136,3,2013,41.26
3954,Kia,Hybrid,1.28,1419.7,66,4,2022,61.89
817,Tesla,Diesel,0.0,0.0,182,4,2017,36.95
2717,Kia,Electric,2.21,995.1,109,4,2014,66.76
3056,BMW,Gasoline,0.0,1111.3,60,4,2008,50.75
1692,Kia,Gasoline,3.33,0.0,154,4,2015,39.53
388,Hyundai,Diesel,1.67,1609.9,90,8,2016,47.36
31,BMW,Gasoline,2.25,0.0,114,4,2014,43.58
1176,Ford,Gasoline,1.29,1893.0,52,6,2011,47.06
204,Tesla,Diesel,0.0,1192.2,55,4,2016,52.28
1026,Tesla,Hybrid,1.68,0.0,72,4,2006,55.69
3858,Hyundai,Gasoline,3.12,0.0,174,4,2018,38.82
3758,BMW,Gasoline,1.92,0.0,108,4,2008,41.44
894,BMW,Gasoline,0.0,1689.5,90,3,2011,44.93
2679,Ford,Diesel,2.64,1412.5,126,6,2023,40.61
2667,Kia,Gasoline,2.21,2039.7,115,4,2005,41.84
479,BMW,Gasoline,2.25,1484.6,114,6,2009,40.99
1685,Kia,Electric,0.0,1417.4,115,4,2017,62.95
1351,Kia,Gasoline,2.34,1071.0,123,3,2007,41.25
444,BMW,Hybrid,1.48,1534.5,74,6,2011,54.72
2771,Ford,Gasoline,1.64,955.0,85,6,2019,48.58
1339,BMW,Gasoline,0.0,956.8,110,3,2021,45.16
193,Tesla,Gasoline,0.0,0.0,61,6,2008,51.06
2970,Hyundai,Gasoline,2.62,0.0,114,4,2009,40.48
1129,BMW,Gasoline,0.0,0.0,88,4,2014,43.41
7,BMW,Diesel,0.0,1804.4,115,6,2014,41.68
440,Tesla,Hybrid,0.0,1057.0,105,4,2006,51.4
290,Ford,Diesel,0.0,1583.5,154,4,2010,36.29
1107,BMW,Gasoline,0.8,0.0,46,4,2021,52.53
3694,Kia,Gasoline,2.3,1537.1,125,4,2007,42.62
3417,Kia,Diesel,1.04,1268.1,69,4,2009,48.45
3941,Toyota,Electric,2.38,0.0,130,6,2019,64.23
1922,Tesla,Hybrid,0.0,1252.8,96,6,2019,55.78
2478,BMW,Hybrid,2.09,1249.9,90,3,2005,52.56
2368,Ford,Gasoline,1.53,1068.2,73,4,2007,45.32
1736,BMW,Gasoline,0.0,1605.8,107,4,2022,44.97
2685,Toyota,Diesel,0.0,1708.0,97,4,2011,44.21
3883,Ford,Gasoline,0.0,1636.1,134,4,2022,43.93
195,Toyota,Electric,0.0,1625.9,47,4,2009,66.71
451,BMW,Electric,1.17,1363.6,58,4,2018,72.52
1594,Kia,Gasoline,0.0,1649.7,75,4,2021,53.37
1106,BMW,Diesel,0.0,1003.3,28,8,2006,48.25
30,BMW,Diesel,2.51,1273.2,124,4,2010,44.4
786,Kia,Diesel,0.0,1376.3,85,4,2013,46.77
3998,Toyota,Gasoline,2.26,0.0,103,4,2008,41.68
2623,Toyota,Gasoline,1.66,1909.7,87,4,2013,48.38
2908,Tesla,Gasoline,1.3,1293.0,76,6,2007,51.15
3388,Tesla,Hybrid,2.11,0.0,101,4,2022,59.02
3787,Toyota,Hybrid,0.0,1636.4,149,4,2022,53.3
882,BMW,Gasoline,0.0,2077.4,155,4,2022,41.46
3700,Tesla,Gasoline,0.0,1496.7,90,4,2007,46.84
2370,Hyundai,Gasoline,3.0,1835.1,157,4,2020,42.18
2737,BMW,Gasoline,2.32,1462.8,105,6,2023,45.7
3595,Tesla,Hybrid,1.5,0.0,82,4,2011,56.31
223,Toyota,Diesel,2.67,1700.7,129,3,2016,41.68
1996,Kia,Gasoline,0.0,0.0,147,4,2007,40.97
1718,Toyota,Diesel,3.15,1467.6,146,3,2014,38.61
574,Hyundai,Gasoline,0.0,1570.8,109,4,2023,45.61
3329,BMW,Hybrid,2.11,0.0,129,4,2011,54.45
3378,Tesla,Diesel,0.0,800.0,88,4,2012,50.35
1538,Tesla,Gasoline,0.0,0.0,117,8,2016,44.89
1259,Ford,Hybrid,2.41,1506.5,101,4,2023,52.88
2755,Hyundai,Gasoline,3.15,2010.9,151,4,2015,36.22
1346,Hyundai,Gasoline,1.73,1630.7,74,4,2013,45.33
81,Hyundai,Hybrid,1.95,1678.7,102,4,2022,56.74
258,Ford,Gasoline,2.04,1841.8,102,6,2015,44.04
296,Ford,Hybrid,2.08,1501.1,76,4,2021,56.63
2093,Hyundai,Electric,3.46,1657.7,188,4,2012,53.88
1035,Ford,Gasoline,0.0,1121.9,112,4,2021,42.97
1546,Tesla,Gasoline,0.0,1061.0,143,6,2007,40.79
1841,BMW,Diesel,2.69,1496.4,161,4,2012,43.22
1741,Toyota,Gasoline,2.16,1682.6,102,4,2017,41.88
2376,Toyota,Gasoline,0.0,1213.5,112,6,2011,43.08
655,Kia,Gasoline,0.0,1172.5,48,4,2019,50.22
2777,Kia,Gasoline,1.98,1556.7,90,6,2020,45.83
2856,Ford,Diesel,0.0,0.0,79,6,2020,47.62
2326,Hyundai,Electric,0.0,1352.0,95,4,2023,64.74
3183,Hyundai,Hybrid,0.0,0.0,117,3,2009,52.55
3568,Ford,Gasoline,2.6,925.3,139,4,2020,45.14
3571,Tesla,Gasoline,2.87,1249.3,152,3,2013,39.59
2813,Tesla,Gasoline,2.16,1106.8,107,4,2017,44.66
2531,Hyundai,Diesel,1.32,0.0,48,4,2022,49.55
656,Tesla,Diesel,1.53,0.0,78,4,2016,44.28
1910,Toyota,Electric,0.0,1367.5,120,4,2021,64.61
1746,Tesla,Electric,1.98,0.0,122,4,2005,62.92
2416,Hyundai,Gasoline,0.0,1622.4,78,4,2010,45.77
2214,Hyundai,Diesel,0.0,964.5,118,4,2006,36.37
412,Ford,Gasoline,0.87,0.0,38,4,2005,49.52
979,Hyundai,Gasoline,1.68,1159.1,89,6,2022,51.2
1172,Hyundai,Gasoline,0.0,1176.1,83,4,2013,46.35
1432,Toyota,Diesel,2.22,1535.4,115,6,2005,42.96
1075,Tesla,Gasoline,0.0,1578.7,58,4,2022,48.93
1023,Tesla,Gasoline,3.67,0.0,181,4,2005,36.22
3227,Ford,Gasoline,0.0,1378.8,131,6,2016,42.39
721,Tesla,Gasoline,0.0,1152.8,199,4,2007,30.17
153,BMW,Gasoline,1.25,0.0,56,4,2011,48.06
949,BMW,Gasoline,0.97,0.0,26,4,2015,47.98
2358,Toyota,Hybrid,0.0,0.0,140,4,2014,52.49
1831,Kia,Electric,2.78,0.0,139,4,2010,61.65
103,Toyota,Gasoline,0.0,0.0,120,3,2011,40.67
3456,Kia,Gasoline,0.0,0.0,89,4,2020,47.07
732,Ford,Gasoline,2.1,1596.4,108,6,2011,44.59
240,Tesla,Gasoline,2.42,1425.4,118,4,2010,43.3
3352,Tesla,Diesel,0.89,1442.7,49,3,2017,51.1
2974,Kia,Gasoline,0.0,1068.5,98,4,2005,44.4
1728,Kia,Gasoline,1.12,0.0,58,4,2008,49.73
2094,BMW,Gasoline,2.2,0.0,107,4,2019,47.32
2841,BMW,Gasoline,1.91,1100.8,90,8,2020,50.64
858,Toyota,Gasoline,0.0,0.0,42,4,2015,48.15
1158,Hyundai,Gasoline,1.55,1775.2,76,6,2006,44.36
863,Hyundai,Gasoline,1.76,0.0,89,4,2009,43.54
2520,Tesla,Diesel,1.56,1877.8,74,6,2014,45.78
2848,Kia,Diesel,0.0,813.5,85,8,2016,48.0
2726,Toyota,Diesel,0.0,0.0,61,6,2009,44.54
3793,Hyundai,Diesel,2.29,1382.3,92,4,2018,44.29
756,Kia,Hybrid,2.8,0.0,146,4,2023,52.32
333,Kia,Hybrid,3.38,0.0,202,6,2013,48.28
745,Toyota,Hybrid,2.35,1659.5,92,4,2010,52.52
3289,Tesla,Hybrid,0.0,0.0,90,4,2016,55.84
2644,Tesla,Diesel,2.11,1261.8,96,4,2008,45.3
2275,Ford,Electric,0.0,1176.0,52,3,2008,69.44
3632,Ford,Gasoline,0.0,930.2,74,4,2012,49.55
3803,Kia,Gasoline,0.81,1707.4,61,4,2023,50.9
3780,Ford,Electric,1.37,1153.0,67,4,2013,68.85
3129,Kia,Electric,0.0,800.0,66,4,2011,68.79
2084,Toyota,Gasoline,2.05,0.0,89,4,2016,45.34
2703,Toyota,Gasoline,0.0,977.1,114,3,2009,46.14
3963,BMW,Hybrid,1.37,1108.7,78,4,2012,58.52
908,Kia,Gasoline,1.76,0.0,97,4,2011,46.6
2284,Ford,Gasoline,1.04,0.0,57,4,2007,50.85
1164,Kia,Gasoline,0.0,1188.1,138,4,2005,38.62
2184,Tesla,Diesel,2.05,1225.2,102,6,2017,45.01
3723,Kia,Diesel,0.0,1634.4,131,4,2017,42.8
2212,Ford,Hybrid,1.91,1394.4,85,4,2014,54.83
2068,Tesla,Hybrid,2.6,1329.0,139,4,2017,51.47
555,Hyundai,Diesel,2.0,1446.7,92,6,2020,48.58
3026,Kia,Hybrid,0.0,0.0,124,8,2015,50.66
3610,Ford,Diesel,0.0,1616.1,142,3,2006,36.17
832,Tesla,Diesel,2.91,0.0,145,4,2023,43.18
3432,Toyota,Gasoline,0.0,1736.6,61,6,2019,50.84
3202,Tesla,Gasoline,1.21,1122.1,55,6,2014,52.14
2091,Toyota,Gasoline,1.29,0.0,59,4,2011,47.23
1755,Hyundai,Hybrid,0.0,0.0,108,6,2013,52.64
812,Toyota,Diesel,2.11,1306.6,103,8,2010,43.48
889,Ford,Gasoline,1.3,1201.8,56,6,2018,50.5
2464,Kia,Gasoline,0.0,1337.1,125,3,2020,44.58
2989,BMW,Gasoline,0.8,1536.5,48,4,2011,50.62
1660,Kia,Gasoline,1.53,1682.9,65,3,2010,48.73
2510,Toyota,Gasoline,3.32,1535.4,165,4,2005,38.02
1234,Hyundai,Gasoline,0.0,1529.7,113,4,2023,46.69
3874,Kia,Diesel,1.92,1974.7,86,6,2016,43.03
1449,Kia,Gasoline,0.0,1293.5,61,3,2009,44.71
2874,Hyundai,Gasoline,1.43,1014.4,85,3,2005,48.09
1966,Tesla,Hybrid,1.7,0.0,80,4,2006,52.8
694,Toyota,Hybrid,0.0,1306.4,166,4,2019,48.92
1058,Toyota,Electric,2.54,1344.3,132,4,2006,62.26
1799,Hyundai,Gasoline,1.85,0.0,93,4,2006,47.03
1028,Tesla,Gasoline,2.29,1214.1,111,6,2016,44.83
1537,Hyundai,Hybrid,2.5,0.0,133,4,2020,54.08
3433,Kia,Diesel,1.77,1479.8,77,4,2007,41.99
1703,BMW,Hybrid,0.0,874.5,45,4,2023,59.93
2336,Hyundai,Gasoline,1.21,0.0,58,4,2016,48.8
347,BMW,Diesel,0.0,1994.2,56,6,2016,48.57
924,Toyota,Diesel,0.8,0.0,50,4,2007,51.77
3260,Ford,Diesel,0.0,0.0,83,4,2017,47.5
1188,Hyundai,Hybrid,1.02,0.0,67,4,2012,60.9
843,Hyundai,Electric,1.46,0.0,81,4,2012,68.77
3279,Tesla,Diesel,0.0,0.0,172,6,2019,39.39
3777,BMW,Electric,0.0,1324.4,88,4,2005,60.39
2728,BMW,Hybrid,0.0,800.0,66,4,2019,61.28
2828,Kia,Hybrid,0.0,0.0,126,6,2011,49.94
1421,Kia,Gasoline,1.69,0.0,83,4,2008,45.02
1925,Tesla,Hybrid,0.0,1264.4,36,4,2013,63.34
179,Tesla,Gasoline,2.41,924.3,126,4,2015,45.94
2277,Kia,Gasoline,0.0,1025.4,109,4,2019,44.95
3186,BMW,Diesel,0.0,1314.7,99,3,2010,46.85
813,BMW,Gasoline,0.0,1414.5,156,6,2011,40.84
1878,BMW,Gasoline,2.43,0.0,130,4,2005,45.76
1337,Tesla,Diesel,0.0,0.0,80,4,2017,48.57
3159,Toyota,Gasoline,0.8,1342.3,37,6,2018,50.53
3108,Toyota,Electric,0.0,1470.2,162,4,2013,59.12
1558,Hyundai,Gasoline,1.51,1480.6,76,4,2015,45.78
2802,BMW,Gasoline,2.24,1655.7,85,3,2020,42.05
2177,Hyundai,Hybrid,2.47,0.0,135,4,2009,55.9
1813,Ford,Hybrid,2.73,0.0,145,3,2013,50.52
174,Tesla,Diesel,1.49,1269.5,88,4,2023,50.06
2355,Toyota,Hybrid,0.0,1552.6,30,4,2011,59.42
3058,Hyundai,Electric,3.03,922.6,141,6,2021,60.92
332,Tesla,Hybrid,0.0,981.7,65,4,2011,58.43
1362,Hyundai,Hybrid,2.48,1170.6,111,6,2007,50.13
431,Ford,Diesel,2.83,1624.1,147,8,2017,43.43
3653,Ford,Gasoline,2.39,888.9,117,4,2018,43.86
2010,Tesla,Gasoline,1.75,1291.8,67,4,2007,44.01
1105,Kia,Gasoline,0.0,1478.5,97,4,2019,46.28
2563,Tesla,Hybrid,2.99,1056.6,147,4,2008,47.68
480,Ford,Gasoline,2.22,1311.1,104,4,2005,42.89
1279,Ford,Hybrid,2.34,1058.5,119,4,2020,53.6
2604,Hyundai,Hybrid,2.68,0.0,129,4,2017,51.75
747,BMW,Diesel,2.66,1189.7,146,6,2007,42.3
1770,Toyota,Gasoline,1.96,1135.5,109,6,2017,44.45
3555,Toyota,Gasoline,0.0,0.0,73,4,2006,47.16
2338,Ford,Gasoline,3.03,2031.1,128,3,2021,39.48
3752,Ford,Hybrid,2.19,1742.7,106,4,2022,56.01
1941,Hyundai,Gasoline,1.98,1033.6,82,4,2022,47.66
1796,Ford,Gasoline,2.23,0.0,109,3,2021,46.05
325,BMW,Hybrid,1.69,1192.2,80,6,2009,54.83
1269,Hyundai,Gasoline,0.0,1339.4,117,3,2005,38.99
469,Tesla,Diesel,0.0,0.0,108,8,2023,45.81
562,Hyundai,Gasoline,0.0,1057.4,38,4,2017,51.27
2631,Tesla,Gasoline,0.0,0.0,109,4,2006,44.19
2351,Tesla,Diesel,0.0,1288.1,111,4,2020,45.21
2079,Tesla,Electric,0.0,1044.7,136,4,2020,66.21
3785,Tesla,Gasoline,0.0,1546.6,111,4,2020,46.71
2971,Kia,Diesel,1.89,0.0,102,8,2020,45.15
2347,Kia,Diesel,1.82,1077.6,89,6,2006,46.08
62,Kia,Gasoline,2.18,1167.4,93,4,2006,42.87
2804,Tesla,Gasoline,2.44,1091.1,113,6,2014,42.74
1898,Ford,Gasoline,0.0,2149.5,128,4,2005,42.19
2877,Tesla,Hybrid,0.0,1504.4,87,6,2010,54.42
255,Hyundai,Hybrid,0.0,1274.7,115,4,2021,54.56
3782,Tesla,Gasoline,0.0,1417.6,93,4,2013,43.86
1095,Kia,Diesel,0.0,1026.9,129,4,2018,42.63
1062,Kia,Gasoline,1.24,0.0,61,6,2018,46.8
916,Hyundai,Gasoline,2.08,1461.0,97,4,2007,44.48
1042,Ford,Hybrid,0.0,0.0,103,4,2013,55.86
2567,Ford,Gasoline,0.8,1291.3,48,6,2019,53.64
68,Ford,Gasoline,1.48,1556.7,83,4,2005,44.58
1872,Ford,Gasoline,1.31,0.0,74,4,2005,48.22
2789,Hyundai,Hybrid,0.8,1226.0,33,4,2023,62.11
222,Kia,Electric,0.0,0.0,148,6,2014,61.11
1963,Kia,Gasoline,3.7,0.0,194,4,2014,39.56
2409,BMW,Diesel,1.39,1101.6,77,4,2023,50.17
2878,Ford,Gasoline,3.42,0.0,173,8,2017,39.31
3174,Kia,Gasoline,2.23,0.0,107,4,2012,45.29
89,Kia,Diesel,1.3,1753.1,61,4,2019,48.46
1808,Kia,Gasoline,0.0,1235.4,160,4,2020,39.66
1676,BMW,Hybrid,0.0,1644.0,114,6,2015,53.1
2829,Kia,Gasoline,0.0,1501.1,102,4,2021,43.62
1489,Kia,Gasoline,0.0,0.0,47,4,2006,49.8
3033,BMW,Gasoline,0.85,1099.8,42,4,2019,52.34
1722,Kia,Hybrid,0.0,1142.0,103,6,2007,55.45
3807,Kia,Diesel,2.5,1966.3,142,3,2020,44.78
437,Ford,Gasoline,0.0,1065.9,65,3,2013,48.43
3580,Toyota,Hybrid,0.0,0.0,39,6,2010,58.72
3601,Ford,Gasoline,3.2,0.0,161,6,2005,38.39
3190,Tesla,Electric,0.0,1409.1,89,4,2019,67.86
3403,Kia,Gasoline,3.29,0.0,161,3,2012,38.18
2348,Tesla,Hybrid,0.0,1593.7,99,4,2011,53.13
3442,BMW,Gasoline,0.0,1612.1,76,4,2005,41.55
3570,Ford,Diesel,0.0,0.0,145,4,2018,41.77
1514,Toyota,Gasoline,0.0,1418.8,72,4,2006,45.47
2649,BMW,Hybrid,1.3,0.0,68,4,2018,60.68
3275,Toyota,Gasoline,0.0,0.0,88,4,2020,45.45
1737,Toyota,Hybrid,0.0,1209.8,109,4,2021,54.94
1403,Kia,Diesel,0.0,1314.4,106,4,2008,40.66
284,BMW,Gasoline,0.0,1394.8,32,4,2009,48.88
713,Ford,Diesel,2.18,1700.4,85,3,2022,43.36
275,Ford,Diesel,1.52,1097.9,56,6,2019,50.42
2273,Hyundai,Gasoline,1.39,1075.1,71,4,2005,47.82
622,Ford,Gasoline,1.35,0.0,60,3,2009,43.9
1923,Toyota,Gasoline,1.67,1860.1,88,6,2009,43.95
866,Kia,Electric,2.25,1265.5,99,6,2009,63.03
3944,Hyundai,Diesel,1.7,0.0,80,4,2008,43.43
1643,Kia,Gasoline,0.0,1420.6,79,6,2010,43.93
2484,Toyota,Electric,1.65,0.0,101,4,2012,63.1
3995,BMW,Gasoline,0.0,1346.7,48,3,2022,51.38
424,Tesla,Diesel,1.69,0.0,82,4,2020,48.35
2992,Hyundai,Gasoline,1.27,885.6,46,3,2020,48.8
1222,Hyundai,Gasoline,0.0,0.0,135,8,2010,42.95
507,Tesla,Diesel,4.16,1437.5,207,6,2006,32.62
3861,Tesla,Gasoline,1.91,0.0,98,4,2014,45.89
3564,BMW,Gasoline,0.0,0.0,137,6,2023,41.46
1124,Toyota,Diesel,0.0,0.0,106,4,2017,45.43
2513,Ford,Hybrid,0.0,1083.0,82,6,2017,56.88
501,Toyota,Electric,2.15,1451.9,100,6,2006,63.51
1109,Hyundai,Hybrid,3.1,800.0,146,6,2020,53.83
1282,Toyota,Hybrid,0.0,0.0,65,3,2010,58.82
550,BMW,Gasoline,0.0,0.0,47,4,2008,49.69
558,Hyundai,Gasoline,0.0,0.0,109,4,2018,43.5
1602,Ford,Hybrid,2.74,1362.0,150,4,2015,52.17
603,Ford,Diesel,0.0,1145.8,36,6,2015,52.17
443,Tesla,Diesel,0.0,1380.5,86,6,2012,47.79
1780,Hyundai,Gasoline,2.0,1090.3,89,4,2009,46.32
219,Hyundai,Gasoline,0.0,0.0,34,6,2014,51.16
2108,Hyundai,Gasoline,0.0,1290.0,151,4,2007,39.79
898,Hyundai,Diesel,1.9,1083.7,105,4,2014,45.1
737,Ford,Gasoline,2.71,0.0,125,4,2015,42.62
3324,Tesla,Diesel,0.0,1636.7,94,4,2017,44.75
2481,Ford,Electric,0.0,1579.5,134,4,2006,59.5
3817,Kia,Gasoline,0.0,0.0,99,6,2021,47.15
2060,BMW,Gasoline,1.34,1232.7,64,4,2007,46.49
1905,Kia,Hybrid,2.41,1314.4,123,6,2021,54.99
3383,Ford,Gasoline,0.0,1881.4,54,4,2015,47.46
1667,Toyota,Diesel,1.71,2028.7,80,4,2009,45.44
3959,BMW,Diesel,2.01,809.7,84,4,2011,46.66
2830,Ford,Diesel,0.8,0.0,44,4,2017,52.65
3131,Hyundai,Hybrid,2.55,1274.5,125,4,2018,51.55
3342,BMW,Electric,0.0,0.0,123,4,2013,61.61
2482,Ford,Gasoline,1.54,1499.5,72,4,2016,46.41
1205,Kia,Diesel,2.46,1514.7,122,4,2009,40.44
1160,Tesla,Gasoline,0.0,1038.0,134,3,2007,44.29
2291,BMW,Gasoline,0.0,1499.8,84,4,2018,50.13
1534,Hyundai,Hybrid,0.0,1331.6,46,4,2010,60.72
806,BMW,Hybrid,1.06,1135.9,59,3,2013,58.05
2707,Ford,Gasoline,1.64,0.0,77,4,2006,45.07
1875,Toyota,Gasoline,1.95,1363.4,102,3,2019,44.51
3276,Kia,Electric,1.65,1606.8,87,6,2013,66.85
579,BMW,Hybrid,1.9,1519.1,116,8,2012,55.86
2280,Ford,Electric,0.0,1313.8,100,6,2015,63.94
3419,Tesla,Hybrid,0.0,0.0,140,6,2011,48.19
1363,Hyundai,Gasoline,2.51,1108.9,115,4,2018,44.53
1,Ford,Gasoline,1.98,1201.4,103,8,2014,45.38
3427,Tesla,Gasoline,1.26,0.0,58,3,2019,50.3
3729,Ford,Hybrid,0.0,1087.6,49,4,2013,57.16
3846,Ford,Electric,2.37,955.4,110,6,2010,62.83
965,Tesla,Gasoline,1.24,0.0,54,4,2010,45.47
3254,BMW,Diesel,3.24,1814.9,163,4,2011,40.5
1012,BMW,Hybrid,0.0,1440.4,76,8,2013,59.5
248,Kia,Hybrid,1.9,806.9,85,4,2018,56.73
1426,Toyota,Gasoline,2.17,1934.2,113,6,2013,41.49
2112,Toyota,Diesel,3.59,1187.6,176,4,2012,38.8
