고객ID,연령,성별,지역,상품군,구매금액,구매수량,반품여부,리뷰점수,가입일
C0194,41,여성,부산,식품,27709.0,2,0,3.0,2021-10-13
C0127,53,남성,광주,식품,68557.0,6,0,3.0,2019-11-23
C0155,66,여성,서울,도서,27543.0,9,0,3.0,2019-01-15
C0130,27,여성,서울,도서,47418.0,4,0,3.0,2021-04-18
C0017,59,남성,인천,가구,26724.0,3,0,1.0,2023-06-26
C0104,68,남성,광주,의류,13828.0,8,0,5.0,2019-08-14
C0161,63,남성,대구,식품,27087.0,9,0,2.0,2022-12-19
C0137,38,여성,광주,의류,22605.0,5,1,3.0,2023-12-19
C0043,61,남성,서울,가구,41337.0,9,0,1.0,2022-12-02
C0176,60,남성,서울,도서,15482.0,2,0,5.0,2019-04-23
C0039,56,남성,광주,의류,75333.0,3,0,4.0,2022-12-22
C0170,25,남성,광주,도서,98296.0,7,0,5.0,2019-01-01
C0026,45,남성,서울,도서,60952.0,7,0,4.0,2019-09-23
C0099,53,여성,대구,전자제품,15463.0,6,0,3.0,2023-02-23
C0050,64,여성,인천,의류,80448.0,6,0,2.0,2022-05-16
C0153,25,남성,인천,의류,14648.0,2,0,4.0,2023-07-04
C0152,56,남성,광주,도서,43623.0,6,0,3.0,2023-10-02
C0013,52,남성,인천,가구,69156.0,4,0,4.0,2021-08-09
C0060,41,남성,서울,전자제품,45634.0,3,0,1.0,2022-10-24
C0135,40,여성,서울,도서,54602.0,2,0,1.0,2019-11-02
C0057,25,남성,광주,식품,59334.0,1,0,3.0,2019-01-12
C0036,25,여성,광주,식품,,5,0,4.0,2022-09-30
C0173,67,여성,광주,전자제품,32054.0,2,0,4.0,2023-01-28
C0020,23,남성,대구,가구,80028.0,2,0,2.0,2023-09-20
C0065,49,여성,인천,도서,32207.0,7,1,3.0,2023-08-17
C0008,30,여성,광주,의류,90650.0,8,0,2.0,2023-02-26
C0144,49,여성,부산,전자제품,91554.0,8,0,1.0,2022-10-23
C0142,50,여성,부산,가구,,4,0,3.0,2021-07-25
C0115,43,남성,서울,의류,93276.0,1,0,2.0,2020-02-24
C0143,28,남성,인천,식품,69518.0,7,0,2.0,2021-06-07
C0092,22,여성,광주,식품,62781.0,1,0,3.0,2023-12-20
C0098,50,남성,부산,의류,62780.0,4,0,3.0,2019-06-20
C0066,59,남성,인천,전자제품,71440.0,8,0,1.0,2019-05-14
C0032,56,남성,서울,식품,54199.0,2,0,1.0,2021-08-22
C0191,55,남성,대구,도서,71035.0,6,0,2.0,2022-12-21
C0086,43,남성,인천,의류,18210.0,6,0,1.0,2021-11-14
C0051,50,여성,인천,의류,54363.0,9,0,4.0,2023-04-03
C0153,25,남성,대구,식품,88279.0,5,0,3.0,2022-04-28
C0186,21,남성,인천,전자제품,70348.0,4,0,3.0,2022-03-10
C0063,39,남성,서울,도서,65284.0,5,0,3.0,2023-04-28
C0190,47,남성,서울,전자제품,82124.0,5,0,4.0,2023-12-25
C0125,30,여성,대구,가구,78847.0,8,0,5.0,2020-10-19
C0150,23,여성,광주,가구,32432.0,8,0,4.0,2022-08-31
C0058,34,여성,부산,식품,74089.0,2,0,4.0,2023-01-07
C0058,25,여성,광주,식품,65398.0,7,0,3.0,2022-09-04
C0086,68,남성,인천,식품,13321.0,8,0,4.0,2023-01-04
C0049,49,여성,부산,가구,91348.0,6,0,4.0,2022-01-20
C0180,57,남성,대구,전자제품,47383.0,5,0,2.0,2019-06-28
C0170,21,남성,대구,전자제품,88682.0,9,1,2.0,2021-12-15
C0070,34,남성,부산,식품,89190.0,3,0,3.0,2022-03-24
C0015,30,남성,서울,도서,62893.0,4,1,5.0,2023-08-23
C0054,27,남성,부산,전자제품,45820.0,9,1,3.0,2019-04-21
C0188,45,여성,인천,가구,76262.0,6,0,4.0,2019-05-17
C0101,64,여성,서울,의류,13760.0,8,0,3.0,2019-08-20
C0008,63,여성,대구,의류,32190.0,7,0,3.0,2021-09-18
C0053,24,여성,부산,의류,77411.0,2,0,2.0,2020-04-12
C0060,25,남성,광주,도서,33377.0,3,0,2.0,2021-01-01
C0108,45,여성,광주,식품,56737.0,1,0,4.0,2020-04-25
C0005,23,남성,인천,가구,79569.0,9,0,4.0,2021-12-27
C0103,38,여성,광주,도서,48211.0,7,1,3.0,2021-03-24
C0196,39,남성,부산,가구,92909.0,1,0,4.0,2022-06-26
C0006,52,남성,부산,가구,13744.0,3,0,2.0,2021-09-20
C0109,39,여성,광주,식품,34995.0,4,0,,2019-11-19
C0116,68,남성,부산,의류,26977.0,4,0,3.0,2021-07-10
C0094,31,남성,인천,식품,44542.0,5,0,3.0,2021-06-22
C0047,66,여성,서울,도서,,3,0,3.0,2023-03-22
C0099,20,남성,인천,도서,88931.0,3,0,2.0,2023-12-21
C0055,45,여성,인천,도서,26715.0,1,0,2.0,2022-12-26
C0168,33,여성,부산,식품,54409.0,7,1,4.0,2023-02-19
C0052,57,여성,서울,가구,34306.0,1,0,5.0,2020-08-28
C0144,56,남성,부산,가구,29086.0,2,0,4.0,2020-03-04
C0013,30,남성,대구,전자제품,24376.0,4,0,2.0,2022-07-16
C0114,55,남성,부산,도서,71350.0,4,0,3.0,2023-09-29
C0124,32,여성,부산,가구,,5,0,2.0,2023-04-10
C0106,62,남성,부산,전자제품,46636.0,2,1,1.0,2019-05-28
C0158,22,여성,서울,가구,96120.0,4,0,4.0,2022-02-15
C0147,52,여성,부산,도서,61649.0,1,0,3.0,2021-04-29
C0145,25,남성,서울,의류,44610.0,2,0,1.0,2020-01-02
C0120,69,여성,광주,도서,20058.0,1,0,1.0,2021-04-29
C0063,29,남성,대구,식품,84637.0,4,0,,2021-12-25
C0019,24,남성,서울,가구,88033.0,4,0,1.0,2021-03-23
C0092,42,남성,광주,가구,,7,0,3.0,2022-10-25
C0058,29,남성,서울,식품,86917.0,9,0,3.0,2019-06-24
C0183,63,남성,서울,식품,74200.0,9,0,2.0,2020-08-10
C0090,21,여성,대구,의류,56619.0,5,0,2.0,2020-05-09
C0117,32,여성,인천,가구,27154.0,1,0,3.0,2021-08-30
C0062,59,여성,인천,가구,29539.0,1,0,4.0,2022-02-11
C0023,21,남성,서울,의류,70058.0,6,0,3.0,2022-02-08
C0127,39,남성,부산,전자제품,72068.0,2,0,4.0,2023-11-20
C0137,20,남성,광주,의류,87313.0,8,0,,2023-01-02
C0140,56,여성,부산,도서,40373.0,9,0,4.0,2023-10-05
C0129,28,남성,부산,가구,43154.0,4,0,3.0,2022-03-16
C0058,36,여성,서울,식품,16031.0,5,0,3.0,2019-02-04
C0122,28,여성,서울,도서,81975.0,8,0,4.0,2021-09-25
C0001,30,남성,서울,가구,32785.0,3,0,4.0,2022-08-25
C0034,34,남성,서울,의류,88928.0,5,1,3.0,2020-06-21
C0096,43,여성,인천,도서,38669.0,3,0,4.0,2021-01-19
C0126,57,남성,서울,가구,12282.0,3,1,1.0,2021-11-03
C0118,54,여성,인천,전자제품,44624.0,3,0,3.0,2020-01-09
C0048,49,남성,인천,전자제품,58438.0,7,0,3.0,2020-07-10
C0089,50,남성,서울,식품,99900.0,7,0,2.0,2022-12-22
C0117,68,여성,대구,가구,77534.0,7,0,1.0,2023-10-18
C0129,24,남성,광주,전자제품,41705.0,8,1,4.0,2019-08-21
C0016,63,여성,부산,의류,48244.0,5,0,3.0,2020-12-05
C0189,69,남성,인천,가구,84964.0,5,0,3.0,2020-07-16
C0192,33,여성,광주,의류,47437.0,4,0,3.0,2021-07-27
C0191,30,여성,대구,의류,87872.0,7,1,3.0,2021-06-05
C0069,28,남성,부산,전자제품,84878.0,4,0,2.0,2020-12-26
C0022,53,여성,부산,가구,82982.0,2,0,4.0,2023-08-14
C0093,31,남성,인천,도서,60583.0,4,0,4.0,2023-01-03
C0195,54,남성,서울,전자제품,,8,0,4.0,2023-03-06
C0076,54,남성,대구,전자제품,17461.0,9,0,4.0,2022-07-22
C0154,20,여성,인천,가구,20516.0,3,0,3.0,2019-03-17
C0144,59,여성,대구,가구,89285.0,7,0,1.0,2020-03-14
C0179,41,남성,서울,의류,27514.0,9,0,3.0,2023-10-22
C0086,48,남성,서울,가구,46268.0,4,0,1.0,2020-11-29
C0185,27,여성,인천,의류,46788.0,3,1,,2022-08-05
C0029,30,남성,서울,전자제품,85749.0,5,0,2.0,2021-07-03
C0069,60,남성,광주,식품,71049.0,1,0,2.0,2023-04-13
C0047,56,여성,부산,도서,72493.0,3,0,5.0,2021-06-09
C0094,33,남성,인천,전자제품,46027.0,8,0,5.0,2020-11-22
C0190,49,여성,대구,가구,52849.0,8,0,4.0,2019-09-10
C0197,54,남성,광주,도서,27858.0,4,0,1.0,2022-02-23
C0144,40,여성,인천,식품,94162.0,2,0,1.0,2022-04-15
C0176,56,남성,서울,식품,89003.0,8,1,3.0,2021-11-26
C0085,24,남성,서울,의류,62395.0,8,0,2.0,2020-02-14
C0039,38,여성,서울,도서,49758.0,4,1,1.0,2023-06-23
C0100,33,남성,서울,의류,64312.0,3,0,3.0,2023-06-22
C0033,45,여성,대구,전자제품,78670.0,2,0,5.0,2019-05-07
C0101,23,남성,광주,도서,92279.0,9,0,3.0,2023-02-15
C0023,44,여성,부산,전자제품,,1,0,4.0,2022-04-06
C0010,64,여성,대구,의류,74047.0,7,0,4.0,2020-08-14
C0069,61,여성,대구,도서,57775.0,5,0,3.0,2019-10-21
C0100,44,여성,부산,의류,85769.0,8,0,4.0,2023-07-20
C0034,37,남성,부산,도서,76677.0,4,0,2.0,2022-09-28
C0180,59,남성,서울,의류,93555.0,7,0,2.0,2021-10-16
C0138,27,여성,대구,식품,95920.0,5,0,4.0,2019-11-06
C0147,58,여성,인천,의류,55734.0,5,0,2.0,2020-10-23
C0186,59,여성,부산,식품,98503.0,9,1,,2020-06-11
C0096,33,남성,부산,의류,50603.0,9,0,2.0,2020-06-23
C0001,51,남성,광주,도서,86708.0,9,0,4.0,2020-02-23
C0069,57,남성,인천,도서,91926.0,6,0,3.0,2020-03-19
C0004,52,남성,인천,도서,78803.0,6,0,2.0,2020-11-15
C0016,42,여성,부산,가구,49332.0,5,0,1.0,2023-05-01
C0024,34,여성,서울,전자제품,31312.0,9,1,4.0,2021-04-19
C0080,52,여성,광주,도서,94526.0,8,0,4.0,2019-08-24
C0002,44,남성,인천,식품,54179.0,7,0,4.0,2023-01-02
C0128,36,남성,부산,도서,81442.0,7,0,3.0,2019-08-02
C0160,52,남성,인천,가구,,6,0,4.0,2019-03-26
C0084,66,여성,광주,식품,27297.0,5,0,4.0,2021-03-04
C0152,21,여성,광주,가구,12011.0,4,0,4.0,2023-11-03
C0140,33,남성,대구,식품,54014.0,3,0,3.0,2019-03-26
C0178,59,여성,부산,의류,21738.0,3,0,4.0,2023-02-21
C0163,59,남성,광주,전자제품,57498.0,6,0,4.0,2019-03-06
C0124,58,남성,대구,전자제품,21120.0,4,0,3.0,2023-07-28
C0033,25,여성,대구,가구,,6,1,4.0,2020-10-24
C0161,25,남성,인천,전자제품,32852.0,3,0,4.0,2020-09-18
C0189,22,여성,인천,가구,89239.0,4,0,2.0,2019-03-05
C0179,26,남성,대구,가구,10929.0,9,0,1.0,2022-09-28
C0171,27,여성,인천,가구,87487.0,5,0,3.0,2021-07-27
C0101,61,여성,광주,전자제품,27438.0,7,0,3.0,2021-07-07
C0012,34,여성,서울,가구,58515.0,2,0,4.0,2022-10-07
C0067,66,남성,광주,전자제품,15744.0,5,0,2.0,2022-03-27
C0065,48,남성,대구,가구,93820.0,9,0,4.0,2023-06-01
C0161,52,여성,대구,도서,52417.0,3,0,5.0,2020-05-05
C0168,49,여성,광주,가구,17069.0,9,0,2.0,2023-08-09
C0074,58,남성,인천,식품,52359.0,6,0,5.0,2023-01-26
C0043,46,남성,인천,가구,29799.0,4,0,,2022-06-02
C0044,55,남성,대구,의류,80188.0,7,0,4.0,2019-11-09
C0029,48,여성,부산,가구,99859.0,8,0,4.0,2020-09-06
C0141,57,남성,인천,식품,17597.0,6,1,,2021-07-07
C0012,52,남성,광주,식품,57093.0,5,0,4.0,2021-03-23
C0095,56,여성,인천,전자제품,47226.0,6,0,3.0,2021-07-28
C0046,46,남성,광주,도서,82127.0,5,0,4.0,2023-01-29
C0130,52,남성,대구,가구,87362.0,8,1,4.0,2022-01-16
C0035,23,남성,인천,전자제품,36417.0,1,0,4.0,2022-08-19
C0081,41,여성,광주,도서,28693.0,7,0,3.0,2020-11-10
C0090,21,여성,대구,가구,89674.0,2,0,4.0,2020-03-10
C0008,29,여성,부산,의류,63161.0,9,0,1.0,2020-11-12
C0093,24,여성,광주,가구,12169.0,1,0,5.0,2022-03-04
C0154,29,여성,부산,식품,94092.0,6,0,3.0,2021-12-09
C0090,52,여성,부산,식품,32052.0,9,0,2.0,2022-12-26
C0162,57,여성,서울,의류,81849.0,1,0,3.0,2019-12-06
C0115,32,남성,인천,전자제품,83851.0,4,0,1.0,2019-12-13
C0105,50,남성,광주,도서,18036.0,4,0,4.0,2020-10-07
C0135,66,여성,부산,가구,41778.0,9,0,5.0,2022-10-02
C0196,55,남성,서울,식품,37734.0,5,0,4.0,2020-10-10
C0058,64,남성,대구,전자제품,33173.0,5,1,2.0,2019-09-02
C0114,43,여성,광주,의류,40403.0,6,0,2.0,2019-04-19
C0075,34,남성,부산,식품,76321.0,1,0,4.0,2023-12-28
C0157,48,남성,인천,의류,,1,0,5.0,2020-06-16
C0120,27,남성,서울,가구,16344.0,9,0,3.0,2022-01-18
C0164,24,남성,부산,도서,28800.0,3,1,3.0,2019-10-23
C0021,48,남성,인천,식품,35372.0,4,0,3.0,2019-04-22
C0164,66,여성,부산,식품,71516.0,1,0,5.0,2023-06-01
C0138,23,여성,광주,가구,30538.0,9,0,4.0,2022-04-15
C0101,31,여성,광주,전자제품,73918.0,8,0,3.0,2019-12-09
C0152,64,남성,광주,도서,24973.0,2,0,3.0,2023-08-11
C0192,21,여성,서울,식품,81155.0,8,0,5.0,2019-04-11
C0177,46,남성,광주,도서,69500.0,7,0,1.0,2023-11-17
C0099,50,남성,인천,식품,46575.0,6,0,3.0,2020-09-20
C0036,55,남성,부산,도서,52261.0,1,0,4.0,2023-06-16
C0096,55,남성,대구,의류,37716.0,7,0,2.0,2022-11-25
C0152,45,여성,인천,식품,13236.0,7,0,1.0,2019-01-28
