ID,region,area,year_built,floor,num_parking,elevator,subway_distance,price
3202,Busan,45.61,1993,24.0,1.4,1,1.37,81272.51
2340,Busan,92.54,1989,,1.08,0,0.44,125701.51
1784,Busan,94.61,2010,23.0,1.56,1,1.61,145563.2
2818,Seoul,80.39,1990,3.0,1.76,1,0.15,154670.03
2943,Seoul,71.42,1992,6.0,0.55,1,1.4,121326.54
284,Seoul,30.0,1995,20.0,0.99,1,0.93,84331.93
1068,Seoul,92.02,2023,12.0,0.74,1,0.55,144689.67
275,Busan,71.44,1983,10.0,1.76,1,0.94,126059.98
3384,Seoul,74.5,2003,6.0,0.77,1,1.13,134667.82
622,Seoul,105.67,2006,8.0,0.63,1,1.87,164034.11
1222,Seoul,51.91,1992,29.0,0.88,1,1.34,97846.7
110,Seoul,91.46,1989,20.0,0.95,1,0.1,154750.58
1124,Daegu,93.41,2016,,1.91,1,0.22,131151.37
2447,Seoul,54.35,2002,6.0,0.61,1,1.09,114494.96
150,Seoul,88.96,2007,17.0,1.24,1,0.46,148360.91
215,Daegu,111.59,1993,25.0,1.1,1,2.58,170026.02
552,Rural,54.63,1983,16.0,0.55,1,5.77,73536.75
1331,Busan,77.16,2010,3.0,1.01,1,1.13,125606.52
2885,Seoul,64.81,2004,14.0,1.0,1,0.1,118330.79
1740,Busan,46.19,2015,16.0,,1,3.57,93618.3
3069,Seoul,74.09,2000,21.0,,1,1.46,130971.16
3044,Busan,83.42,2019,23.0,1.88,1,0.62,141664.46
369,Seoul,77.77,1980,4.0,1.26,1,0.43,142122.13
1830,Seoul,84.91,1993,3.0,1.54,1,,159359.16
2585,Busan,73.13,2021,,,0,2.74,110235.91
880,Seoul,75.44,1982,4.0,0.99,1,0.32,135281.19
2271,Seoul,98.28,1980,13.0,1.16,0,3.19,141277.2
3306,Seoul,107.43,2009,19.0,1.13,1,4.45,155395.96
3071,Daegu,52.42,1998,17.0,1.29,0,0.52,77348.24
1407,Daegu,,2015,29.0,0.8,1,0.79,153010.9
2460,Busan,80.34,2021,24.0,0.54,1,,121307.36
2275,Rural,134.63,2017,,1.1,1,0.1,175657.87
813,Seoul,48.25,2000,11.0,1.92,1,1.07,105032.34
46,Daegu,59.17,1984,11.0,1.27,0,0.85,93596.69
3289,Rural,114.43,1983,29.0,,0,,156143.49
2537,Daegu,97.41,2003,20.0,1.3,1,1.0,149453.48
2823,Busan,109.19,2013,1.0,1.61,0,3.16,158928.57
443,Seoul,56.19,1995,27.0,1.63,1,0.47,121010.26
2947,Busan,60.66,2002,10.0,0.98,1,0.35,102899.13
219,Busan,86.6,1983,7.0,1.3,0,1.01,133660.4
1692,Busan,87.41,1992,22.0,0.73,0,0.77,133979.99
3391,Seoul,,1994,1.0,1.45,1,,112547.28
1727,Busan,102.03,1990,20.0,1.88,1,0.25,143519.22
2551,Seoul,59.87,1993,18.0,1.35,0,0.3,102337.71
3021,Seoul,91.43,2014,19.0,1.96,1,3.99,152569.15
3340,Daegu,85.77,1989,9.0,1.58,1,0.82,116542.71
333,Seoul,,2003,27.0,1.42,1,1.74,108758.43
252,Seoul,45.07,2013,1.0,0.71,1,,102328.36
355,Seoul,75.14,2016,14.0,0.87,1,0.37,134920.98
2763,Busan,58.59,1984,27.0,0.77,1,4.62,86026.47
933,Rural,101.8,1990,20.0,1.72,1,0.1,131646.29
2829,Busan,66.17,2009,7.0,0.85,1,0.68,118261.98
1207,Daegu,130.38,1995,15.0,1.81,1,2.52,184174.24
671,Seoul,93.06,1994,14.0,1.35,1,0.85,151740.18
2731,Daegu,70.53,2003,,0.63,1,1.0,104887.62
3094,Daegu,35.04,2017,1.0,1.99,1,0.83,67097.8
1748,Seoul,78.26,2006,29.0,1.19,1,2.04,143233.99
1816,Rural,125.51,1983,27.0,0.67,1,4.06,158185.36
1221,Rural,158.8,2020,16.0,1.31,1,5.55,184187.71
2639,Rural,50.31,1992,12.0,1.89,0,0.65,70149.68
1613,Busan,104.86,1984,20.0,1.49,1,5.5,158771.32
1273,Daegu,59.77,1992,24.0,,1,1.09,97962.85
2408,Seoul,51.8,1989,26.0,1.03,1,3.08,102822.69
762,Seoul,120.73,1992,7.0,0.83,1,0.4,186454.25
409,Rural,56.36,1996,29.0,1.02,1,0.34,77694.82
1252,Busan,84.97,2005,6.0,1.71,1,1.25,138165.84
2531,Daegu,42.6,2014,10.0,1.46,1,,85523.4
1570,Busan,51.16,1983,28.0,0.66,1,0.98,96924.87
1962,Busan,72.41,1986,4.0,0.68,1,4.86,108634.79
875,Seoul,71.52,2016,12.0,1.53,1,1.44,142176.1
1617,Rural,87.38,2012,25.0,1.84,1,5.55,124034.94
1271,Daegu,51.22,2010,6.0,0.98,0,0.56,73914.52
1212,Busan,82.17,2012,12.0,1.59,1,0.28,134217.35
1,Seoul,102.38,1998,23.0,1.37,1,0.38,161743.0
1498,Busan,57.81,1981,18.0,1.04,1,,101663.07
1445,Rural,92.35,1996,20.0,1.16,1,0.32,115601.79
3367,Seoul,59.6,2017,16.0,1.02,1,0.31,122124.94
574,Busan,46.45,2003,,0.87,1,0.1,90956.35
1432,Busan,30.0,1995,7.0,1.86,1,0.68,70956.37
2956,Daegu,73.46,2002,12.0,0.68,1,0.51,115893.33
1787,Busan,90.26,2005,21.0,1.39,0,0.1,122714.23
248,Rural,68.22,2011,9.0,1.34,1,5.36,98892.15
424,Busan,,1986,9.0,1.74,1,2.76,160434.15
1555,Seoul,51.81,1984,1.0,1.87,1,0.71,110359.01
722,Seoul,78.4,2019,9.0,1.86,1,,157797.21
2099,Daegu,68.11,2015,4.0,1.77,1,2.92,112440.44
1023,Rural,91.61,1987,,0.58,1,1.39,121983.25
808,Rural,102.6,2008,18.0,1.15,1,1.8,131541.93
176,Seoul,74.26,2005,20.0,1.46,1,0.92,131791.81
279,Daegu,95.26,1989,28.0,0.55,1,2.99,125232.51
2621,Daegu,57.28,2018,4.0,1.63,1,0.91,106147.21
2770,Daegu,61.27,2020,2.0,1.71,1,0.98,94931.76
1085,Rural,107.27,2022,20.0,1.99,1,0.2,142400.97
1557,Busan,83.86,1984,16.0,0.9,1,2.51,118464.86
2230,Seoul,97.08,2020,29.0,1.82,1,0.47,158265.39
417,Seoul,104.38,1998,28.0,1.96,0,0.79,178399.05
2284,Seoul,106.78,2011,,1.3,1,0.86,171264.57
218,Daegu,85.0,2022,,1.15,1,2.27,118556.08
1537,Seoul,55.38,2006,15.0,0.66,1,0.57,110196.61
2685,Seoul,46.26,2011,11.0,1.61,1,0.48,103601.78
2954,Busan,69.36,1998,10.0,1.23,1,,110173.59
2261,Daegu,75.35,2020,9.0,1.08,1,2.15,113734.23
3352,Busan,58.18,1984,2.0,1.81,1,1.45,95198.76
3405,Daegu,108.4,2022,9.0,1.33,1,0.62,170830.79
713,Busan,,2023,29.0,0.9,1,1.78,107125.35
450,Seoul,50.55,1992,8.0,1.14,1,3.36,102634.12
3493,Rural,,1995,26.0,1.35,1,0.43,104855.94
1466,Seoul,,1998,15.0,1.37,1,0.92,159649.52
786,Rural,116.66,2007,20.0,1.4,1,0.41,171465.79
434,Seoul,33.0,1998,19.0,0.95,1,4.49,76299.96
953,Seoul,105.32,2013,1.0,1.06,1,0.38,183361.51
372,Seoul,,2004,,1.97,0,2.93,178822.76
2879,Busan,99.66,2015,26.0,1.83,1,1.51,164675.69
2104,Daegu,37.88,2007,29.0,0.76,1,2.27,76714.28
1638,Seoul,103.57,2018,6.0,1.96,1,1.39,170563.17
597,Daegu,91.45,2015,9.0,1.96,1,,124942.42
1813,Seoul,,1993,,0.92,1,2.09,122218.67
2273,Busan,97.89,1996,22.0,1.94,0,1.93,139482.37
2078,Busan,63.66,2017,18.0,1.06,1,2.18,112644.25
1262,Daegu,99.59,1997,20.0,1.84,1,5.07,151939.84
1150,Rural,85.46,2014,26.0,0.66,1,0.95,118089.06
247,Busan,107.07,2004,27.0,1.98,1,0.28,174009.37
506,Seoul,70.55,2018,,0.55,1,,131577.65
2846,Seoul,70.54,2006,17.0,1.47,1,0.1,146230.58
1785,Daegu,77.49,2008,25.0,0.98,1,0.56,127687.99
2565,Busan,67.06,2021,4.0,1.65,1,1.05,105546.34
3023,Daegu,76.55,2018,23.0,1.42,1,0.55,111856.77
1840,Seoul,103.44,1994,23.0,1.61,1,,153047.9
2795,Busan,81.89,2021,23.0,1.84,1,2.38,141071.43
565,Seoul,79.94,2009,2.0,1.6,1,0.39,132400.82
2184,Seoul,106.0,2009,2.0,1.48,1,1.48,165820.16
1895,Busan,72.12,2022,7.0,,1,0.37,113521.48
1042,Daegu,83.99,2022,7.0,0.92,1,0.18,134170.1
1462,Daegu,109.46,2009,18.0,1.27,1,1.44,147303.67
1765,Seoul,45.3,2011,4.0,,1,0.15,107226.87
2914,Rural,80.5,2004,,,1,1.37,108886.46
1415,Busan,79.77,2004,15.0,1.72,0,0.61,120693.06
2690,Busan,82.77,1987,22.0,1.48,1,0.55,130346.3
486,Rural,61.67,2002,28.0,1.82,1,0.29,98089.48
1984,Busan,72.87,1982,16.0,0.78,1,0.18,106220.16
3483,Seoul,64.88,2022,15.0,,1,,130364.98
259,Busan,110.01,2001,26.0,0.8,1,1.16,151225.99
1796,Seoul,89.0,2008,18.0,0.81,1,2.4,140684.09
1704,Busan,51.09,1991,25.0,1.2,0,1.03,91771.14
986,Busan,84.46,1998,5.0,0.81,1,0.15,120176.93
2935,Daegu,70.0,1989,22.0,1.54,1,0.1,122562.87
2534,Seoul,75.77,1993,19.0,0.72,1,0.87,136772.41
643,Seoul,,1992,14.0,1.64,1,0.51,171343.27
1887,Seoul,39.58,1995,25.0,1.61,1,0.31,93178.93
863,Busan,127.44,2020,26.0,1.2,1,0.89,184936.48
3410,Seoul,83.31,2015,8.0,0.71,1,0.29,137069.94
1363,Busan,87.69,2001,,1.15,1,0.65,129889.04
2371,Daegu,89.82,1996,23.0,1.86,1,1.08,143597.28
1780,Daegu,,2004,29.0,1.81,1,1.76,179025.29
1538,Daegu,,2008,27.0,1.76,1,0.57,113941.71
3345,Busan,138.45,1994,20.0,1.82,1,0.34,186325.48
297,Daegu,49.95,1980,14.0,1.35,0,0.13,83007.47
3056,Rural,84.4,2014,8.0,0.85,1,,130604.51
508,Daegu,96.16,1984,16.0,0.97,1,0.22,137429.46
8,Rural,75.09,1994,,1.35,1,0.1,101268.67
1916,Daegu,107.65,1980,19.0,,1,0.1,139957.1
2692,Busan,,2009,,1.11,1,0.79,91378.26
3414,Seoul,73.42,1990,2.0,0.99,1,0.14,143840.23
2416,Rural,33.67,1992,25.0,1.09,1,0.38,56216.44
1386,Seoul,77.63,2010,12.0,1.73,1,0.1,146890.94
1831,Rural,93.64,1983,7.0,1.26,1,0.97,133079.78
3374,Daegu,51.32,2001,1.0,0.92,0,0.95,76820.46
1362,Seoul,85.19,2019,8.0,0.95,1,0.99,153232.94
1111,Daegu,52.57,2004,12.0,0.71,1,0.31,85922.53
1065,Busan,50.6,2012,13.0,0.8,1,0.1,98571.17
97,Busan,109.49,1987,23.0,1.43,1,1.24,154355.54
894,Seoul,89.1,1999,25.0,0.96,1,1.24,148007.39
737,Seoul,75.42,2023,4.0,1.36,1,0.81,150167.38
938,Rural,74.43,2016,,0.62,1,0.16,98851.7
1736,Rural,106.92,2014,23.0,1.4,1,1.85,138141.34
26,Daegu,47.6,2023,9.0,0.82,1,5.09,71404.5
2239,Seoul,69.41,2003,6.0,1.34,1,0.51,143525.44
830,Busan,95.1,2021,1.0,1.78,1,0.23,153020.59
2381,Daegu,105.85,1993,16.0,1.22,1,0.4,142152.79
1043,Seoul,57.68,2019,,0.86,1,2.27,117854.08
3494,Rural,30.0,2016,4.0,1.56,1,2.6,49151.47
2177,Seoul,104.57,1991,2.0,1.52,1,2.13,169424.93
1747,Seoul,96.44,1991,28.0,1.24,0,5.46,157067.31
68,Daegu,,2020,17.0,0.95,1,,116996.35
2413,Busan,93.74,1996,14.0,1.13,1,0.49,150902.51
819,Seoul,133.12,1994,11.0,0.93,1,,198033.06
1627,Seoul,83.65,1989,5.0,1.8,0,3.25,122932.63
3296,Seoul,105.64,1982,12.0,0.77,1,,173038.93
1019,Rural,76.24,2005,18.0,0.98,1,3.51,101703.11
32,Seoul,56.83,1998,,1.15,1,1.96,120417.96
3488,Seoul,105.17,1992,18.0,0.71,1,0.81,161347.24
2852,Seoul,,2022,29.0,0.6,0,1.81,142606.4
611,Seoul,116.27,1986,14.0,1.56,0,3.39,161219.57
1973,Seoul,87.27,2010,5.0,1.74,1,0.35,160967.16
3244,Daegu,100.93,2023,16.0,1.42,1,1.73,158613.02
344,Busan,89.04,2016,17.0,,1,0.9,149453.75
2133,Busan,,1990,,0.75,1,2.26,81836.88
1917,Rural,101.54,1995,29.0,1.41,1,1.48,146496.08
2867,Busan,,1987,10.0,0.79,1,0.39,104555.52
2872,Rural,87.46,1995,19.0,0.54,1,0.86,106935.7
3047,Busan,147.58,1981,25.0,,0,1.6,184919.41
3196,Busan,95.06,2004,14.0,0.75,1,1.77,145573.38
810,Seoul,112.8,1994,17.0,1.84,1,1.5,188947.29
2516,Rural,,1987,3.0,1.3,1,1.62,75176.66
2828,Seoul,118.51,2000,19.0,1.88,1,1.89,197118.65
2390,Daegu,58.69,1993,13.0,1.56,1,1.44,102729.95
3283,Rural,82.74,1993,8.0,1.36,1,1.33,109143.17
577,Seoul,92.57,1987,11.0,1.62,1,4.72,150118.97
3148,Daegu,57.47,2023,19.0,,1,0.3,97940.71
2196,Busan,106.5,1999,5.0,0.53,1,1.66,160977.99
3305,Seoul,59.11,2009,7.0,0.63,1,5.19,102607.65
2219,Rural,50.05,2001,20.0,,1,,84448.24
529,Seoul,115.46,2013,10.0,1.45,1,0.28,182157.53
177,Daegu,39.01,1981,4.0,,0,2.42,54747.18
1413,Seoul,75.62,2022,18.0,1.26,1,0.85,149800.2
423,Seoul,60.5,2020,,1.3,1,0.13,121211.54
1179,Daegu,89.48,2019,16.0,,1,2.4,136502.57
1573,Daegu,91.83,2007,17.0,1.93,0,2.27,136103.37
3312,Daegu,91.32,2012,19.0,1.48,1,,143098.0
3285,Busan,80.05,1987,19.0,1.11,1,1.89,129439.18
817,Busan,,2023,26.0,0.79,1,1.35,96390.15
2806,Rural,,2015,22.0,0.99,0,0.83,116235.31
289,Seoul,,2020,29.0,1.95,1,1.28,103653.55
2972,Seoul,75.24,2001,8.0,0.57,1,2.69,117775.21
2326,Rural,92.63,2012,13.0,1.31,1,0.68,139179.64
2470,Busan,92.65,2023,5.0,1.67,1,0.1,150031.52
1321,Seoul,121.97,2019,13.0,1.79,1,6.96,194582.69
178,Seoul,70.19,2002,2.0,,1,0.52,118504.79
760,Daegu,30.0,1994,,0.85,1,1.15,61797.62
1058,Busan,50.4,2015,3.0,0.55,1,0.1,102065.42
2555,Seoul,42.25,2006,5.0,,1,0.91,92407.16
2336,Seoul,51.96,1981,12.0,1.95,1,1.13,109783.32
371,Seoul,36.72,2014,3.0,0.77,1,0.2,84631.33
1420,Rural,67.27,1991,21.0,1.0,0,0.16,80397.66
599,Seoul,51.17,2015,13.0,0.81,1,1.06,106463.52
2128,Seoul,95.9,2022,26.0,1.55,1,0.89,179305.51
730,Seoul,74.66,2003,24.0,0.93,1,1.33,136134.95
3039,Seoul,87.38,2009,23.0,0.79,1,1.71,159352.95
3360,Daegu,83.69,1989,21.0,,1,1.45,132316.36
1172,Rural,99.02,2018,16.0,1.99,1,0.58,153628.88
1540,Busan,45.86,2022,15.0,1.54,1,0.1,84258.33
2707,Seoul,71.83,2007,15.0,1.47,1,3.62,141452.93
142,Seoul,88.24,1980,6.0,1.53,1,1.89,150620.64
1812,Daegu,65.39,1995,22.0,1.7,1,0.28,100778.46
666,Seoul,114.61,1993,25.0,0.57,1,0.54,170789.09
2858,Seoul,76.15,2017,10.0,1.98,0,0.69,128298.46
2060,Busan,75.4,2005,7.0,1.53,1,1.02,132671.13
655,Busan,101.02,1999,19.0,1.03,0,0.1,136629.58
472,Rural,127.79,2023,14.0,1.06,1,1.06,180533.8
1028,Daegu,112.58,2007,21.0,1.08,1,0.41,176511.08
1789,Seoul,114.83,2017,11.0,1.02,1,3.21,190565.4
2989,Daegu,78.87,2003,18.0,1.8,1,0.59,135853.38
753,Busan,90.87,2018,28.0,0.73,1,0.42,145142.01
2602,Seoul,56.81,1986,9.0,1.2,1,0.69,119841.63
2949,Seoul,82.18,2014,,1.33,1,2.91,140763.89
1118,Rural,75.09,2010,5.0,,0,1.34,105142.56
196,Seoul,,1985,14.0,1.97,1,0.55,140668.68
533,Rural,49.82,2022,29.0,0.58,1,0.11,81840.43
3180,Daegu,99.29,2020,10.0,1.21,1,0.1,152912.6
2145,Busan,67.59,2007,16.0,1.77,1,2.53,102249.4
2747,Busan,74.32,1989,14.0,1.34,0,0.12,112874.35
2116,Seoul,90.81,1996,14.0,1.77,1,0.54,167510.84
1024,Rural,66.24,1999,6.0,0.95,1,1.75,88384.62
556,Busan,55.44,2020,7.0,1.42,1,2.05,99984.16
2320,Busan,83.4,2014,1.0,1.97,1,1.05,142744.35
2921,Seoul,54.83,1985,1.0,0.9,1,0.12,106684.2
2251,Seoul,80.22,1989,7.0,0.9,1,2.19,149522.36
3128,Seoul,71.23,2008,29.0,1.17,0,0.7,120955.73
745,Seoul,88.07,1996,21.0,1.15,1,2.0,156432.37
632,Rural,78.11,1993,16.0,0.91,1,0.34,104188.57
1558,Busan,71.59,2011,1.0,1.4,1,0.36,124218.21
2214,Rural,45.65,1981,1.0,1.23,1,2.33,62505.05
163,Busan,82.29,2000,6.0,1.9,1,0.97,118346.87
1002,Busan,100.58,1983,1.0,1.73,1,0.41,148934.03
1719,Rural,50.14,1991,4.0,1.85,1,1.32,78705.22
1004,Daegu,80.44,2001,8.0,1.7,1,2.23,109235.71
1234,Seoul,80.71,2011,24.0,1.83,1,,147880.31
1030,Daegu,69.69,1989,12.0,1.26,0,1.64,104484.23
548,Daegu,79.99,1995,22.0,0.67,1,2.81,119427.28
2454,Seoul,92.61,1983,13.0,1.88,1,0.1,171936.78
2890,Daegu,82.07,1992,28.0,0.99,1,0.47,122016.04
3311,Daegu,84.62,2012,23.0,1.98,1,1.55,131420.39
569,Rural,102.84,2009,26.0,0.55,1,0.34,153522.76
2160,Daegu,87.63,1993,21.0,,1,1.24,135824.1
3385,Seoul,81.59,2015,2.0,0.75,0,0.11,151574.02
941,Seoul,57.09,1988,4.0,1.81,1,0.3,118652.92
2280,Seoul,37.69,2009,,0.91,1,,79864.0
612,Daegu,125.18,2016,16.0,1.08,1,3.54,166265.9
1870,Daegu,66.52,2004,18.0,0.53,1,1.84,104968.36
3211,Seoul,97.15,2014,22.0,0.56,1,,152350.4
1612,Daegu,83.38,1983,23.0,1.2,0,0.85,125472.32
2752,Daegu,86.47,1997,3.0,1.34,0,0.77,133021.82
757,Busan,111.99,1997,19.0,0.65,1,1.13,162437.25
2633,Seoul,44.72,1997,23.0,1.85,1,2.96,106606.67
582,Rural,110.75,1991,20.0,0.88,1,0.1,160648.07
1942,Seoul,94.45,2011,26.0,1.88,1,1.28,174788.73
1654,Seoul,,1985,3.0,1.15,1,2.01,158661.71
977,Busan,70.74,2005,20.0,1.6,1,6.74,101632.67
74,Daegu,,2002,5.0,1.45,0,4.31,88927.26
49,Busan,77.08,2006,3.0,1.43,1,1.26,132207.73
3232,Busan,92.97,1992,26.0,0.95,1,0.47,137554.7
3339,Busan,65.3,2014,10.0,1.09,1,0.65,117927.28
3261,Seoul,142.3,1992,7.0,0.66,0,1.33,198025.19
3123,Seoul,43.03,2004,28.0,1.93,1,1.44,106014.83
1950,Busan,94.81,1987,28.0,0.66,1,,139454.43
2938,Busan,95.32,1996,10.0,1.57,1,4.85,137235.79
1165,Seoul,104.01,2008,9.0,1.83,1,2.4,161339.9
2686,Seoul,124.2,2002,29.0,1.25,1,0.21,182658.58
1996,Daegu,,2017,5.0,1.83,1,0.27,171212.31
2324,Seoul,138.12,2016,12.0,1.23,1,5.98,221354.17
1481,Daegu,65.25,1998,23.0,1.95,1,,106574.08
1495,Busan,59.1,2000,1.0,1.67,1,4.82,90078.04
1007,Daegu,96.62,2013,24.0,0.88,1,0.1,159860.78
573,Seoul,114.99,2006,22.0,0.91,1,0.32,204205.67
2000,Seoul,96.72,2021,21.0,0.91,1,4.93,173414.06
2803,Rural,80.79,2019,6.0,1.93,1,1.52,111224.88
1117,Seoul,41.68,2007,13.0,1.61,1,0.24,101944.67
1033,Seoul,80.2,2012,26.0,1.36,1,0.5,142691.72
2141,Daegu,54.31,2023,12.0,0.57,1,3.07,91048.25
2234,Rural,78.78,1997,27.0,0.68,0,,98925.73
949,Rural,44.1,2023,,1.91,1,0.39,83294.87
2459,Busan,124.62,1995,4.0,1.48,1,,189401.67
1733,Busan,101.42,2019,26.0,1.74,1,1.06,164921.71
3395,Rural,76.04,2014,16.0,0.6,1,0.35,116201.6
3331,Busan,75.93,1993,25.0,0.65,1,0.57,131968.11
2679,Seoul,64.95,1991,9.0,1.03,1,0.1,130632.52
3036,Seoul,73.55,1988,19.0,,1,0.95,123933.15
3231,Busan,55.04,2010,24.0,1.98,1,2.18,103738.91
260,Seoul,68.42,1984,28.0,,1,0.75,115500.71
3433,Daegu,30.0,1986,7.0,1.03,1,0.56,58927.88
1743,Daegu,74.65,2022,11.0,1.89,1,6.04,112599.1
3160,Seoul,84.03,1986,22.0,1.3,1,0.55,148041.98
2528,Rural,102.76,2017,13.0,1.59,1,0.2,136496.3
1469,Rural,40.73,1983,17.0,0.66,1,0.1,65284.95
765,Seoul,75.05,2016,12.0,0.63,1,1.39,142944.43
2793,Busan,78.41,2009,9.0,1.69,1,2.39,120216.16
1879,Seoul,100.35,2001,7.0,1.76,1,0.93,152309.8
2693,Seoul,104.4,2013,8.0,0.98,1,0.2,168606.46
3179,Daegu,46.98,1984,1.0,1.76,1,2.8,72118.94
1310,Daegu,62.38,2008,6.0,0.72,1,0.65,94828.66
2346,Daegu,81.15,1993,28.0,1.18,1,0.18,112689.9
812,Daegu,84.85,2022,3.0,0.57,1,2.97,127109.44
1038,Daegu,54.6,2006,2.0,1.8,1,0.19,88010.8
2853,Seoul,67.23,1984,28.0,1.94,1,1.56,119392.38
1133,Seoul,70.17,1991,1.0,1.99,1,0.88,120767.65
2759,Daegu,61.35,2007,5.0,0.84,1,2.16,98094.77
1660,Busan,52.85,1996,27.0,1.59,1,4.9,85456.76
2085,Busan,30.0,1988,15.0,1.58,1,2.4,60366.86
2998,Seoul,101.33,2023,14.0,1.54,0,0.56,162898.07
1453,Rural,81.14,1996,23.0,0.91,1,2.56,109386.98
2098,Busan,76.46,2019,19.0,1.21,1,2.57,119456.24
2258,Busan,89.95,2003,1.0,1.05,1,1.38,131079.6
2666,Seoul,79.5,1997,23.0,0.6,1,1.41,145843.38
3452,Daegu,47.39,2020,29.0,0.69,0,0.1,82110.3
109,Seoul,,1999,18.0,1.99,0,1.58,107828.15
2634,Seoul,100.08,1998,1.0,0.75,1,1.46,165202.52
2554,Rural,73.49,2011,27.0,1.09,1,0.95,99828.19
2811,Seoul,71.4,2010,9.0,,1,1.1,126748.35
319,Seoul,110.01,1996,7.0,1.15,1,0.65,175721.67
60,Seoul,101.13,2010,15.0,1.91,1,3.08,164757.95
811,Rural,88.02,2008,2.0,1.75,1,0.44,124878.66
1614,Seoul,96.15,2002,29.0,0.72,1,0.39,166202.35
1069,Seoul,,1991,29.0,0.81,1,3.11,135133.97
1232,Seoul,98.78,2021,26.0,1.43,1,0.47,155604.22
3413,Seoul,88.44,1993,14.0,1.99,1,1.23,154267.18
2439,Busan,71.73,1990,15.0,1.91,1,1.13,109118.0
766,Busan,131.7,1985,14.0,0.82,1,0.14,190991.59
848,Rural,69.62,1984,6.0,1.46,1,0.69,91275.71
1515,Seoul,65.04,1996,,1.26,1,0.5,113776.41
2422,Seoul,89.19,2015,15.0,1.61,1,0.83,167068.66
3482,Busan,103.22,2009,16.0,1.97,1,0.48,158573.0
3085,Daegu,,2002,24.0,1.78,1,1.35,227870.6
728,Daegu,40.06,2013,25.0,,1,5.7,73007.98
865,Busan,59.14,1994,27.0,0.71,1,2.15,98779.29
3225,Seoul,60.07,1985,26.0,1.9,0,0.1,101336.06
221,Daegu,98.31,1986,8.0,0.66,1,1.34,138942.84
2543,Daegu,73.57,1989,12.0,1.83,1,0.54,122478.92
583,Busan,55.88,2009,,1.83,1,0.24,113009.18
3101,Seoul,71.63,2021,1.0,1.92,1,1.6,130510.17
1533,Daegu,110.17,2023,8.0,0.56,1,1.24,164483.73
1162,Seoul,39.71,1999,23.0,,0,0.44,84104.97
57,Seoul,89.84,2014,28.0,0.96,1,,155351.56
188,Busan,39.24,1996,18.0,0.92,1,0.91,80235.82
2070,Seoul,50.34,1983,14.0,1.79,1,3.22,93079.23
2012,Seoul,80.48,1984,18.0,1.4,1,0.37,139112.62
2367,Seoul,83.74,1999,12.0,0.69,1,,150827.6
3090,Seoul,68.24,2009,18.0,0.81,1,1.14,136999.12
469,Seoul,69.55,1984,26.0,1.65,1,0.13,121862.78
1345,Daegu,72.64,2015,14.0,0.58,1,3.5,107343.93
2907,Rural,36.74,2006,13.0,1.5,1,0.15,58499.91
2186,Rural,46.63,1984,11.0,0.79,1,1.34,61844.53
227,Rural,51.74,1995,26.0,1.34,1,1.59,75975.17
536,Rural,56.36,1996,11.0,0.76,1,1.14,77751.54
2127,Busan,85.69,2010,2.0,1.83,1,0.16,147950.52
1954,Daegu,79.05,2022,7.0,0.86,1,,128815.46
1160,Seoul,85.61,1999,14.0,1.62,1,0.33,145706.1
1554,Rural,105.15,1980,6.0,0.93,1,2.91,121363.56
2458,Busan,50.03,2004,,,0,0.41,79477.78
2926,Rural,67.56,1996,3.0,1.21,1,0.5,97391.03
1035,Seoul,75.89,2023,14.0,1.69,1,0.57,155785.48
2667,Seoul,60.72,1995,8.0,1.23,1,6.17,100898.28
3238,Rural,,2000,19.0,0.74,1,2.91,78134.26
70,Rural,56.89,2013,19.0,,1,0.1,100074.21
735,Seoul,100.39,2020,20.0,0.78,1,1.18,171909.96
1611,Rural,52.7,1996,3.0,,1,1.28,81202.8
3178,Rural,135.79,1984,1.0,1.24,1,0.15,163179.89
3065,Busan,,2015,13.0,1.8,1,0.75,116914.13
377,Daegu,,1994,19.0,0.82,1,0.96,135607.93
437,Seoul,,1988,11.0,1.8,1,0.26,135318.58
2356,Seoul,65.26,1998,27.0,,1,0.41,126697.61
2035,Busan,92.15,1993,23.0,1.82,0,0.3,142990.44
1581,Seoul,128.71,1981,12.0,1.27,1,0.17,190126.7
209,Seoul,32.19,1982,25.0,1.91,1,1.42,81085.47
2877,Busan,71.51,1999,17.0,1.05,1,0.5,118151.27
566,Busan,65.27,1994,20.0,0.82,1,1.62,114629.75
314,Rural,125.45,2008,27.0,1.27,1,0.58,158754.34
602,Seoul,46.11,2008,21.0,1.75,1,0.45,110123.6
234,Busan,81.94,1981,24.0,0.75,1,0.38,131736.73
1653,Seoul,85.01,1988,21.0,1.95,1,0.35,138406.42
2834,Seoul,36.43,2018,12.0,0.77,0,8.0,70858.35
3380,Daegu,78.85,1999,10.0,1.72,1,1.15,129301.01
13,Daegu,67.72,1981,24.0,1.59,0,3.02,88919.59
112,Seoul,65.38,2020,3.0,1.37,1,1.62,138061.49
2269,Seoul,49.1,2022,,1.44,1,0.94,109347.34
1898,Seoul,59.94,2016,7.0,1.71,1,0.64,122781.82
1579,Busan,103.53,1985,20.0,1.31,1,,140573.62
2426,Rural,85.35,1993,8.0,1.29,1,1.8,122921.6
3496,Seoul,46.37,2006,13.0,1.53,1,7.38,93444.97
1458,Daegu,34.9,2006,10.0,,1,0.22,69365.68
473,Seoul,47.99,2001,19.0,1.3,1,0.87,109046.2
