고객ID,연도,월,카테고리,구매건수,구매금액
CUST027,2022,6,도서,1,
CUST027,2022,7,의류,1,29317.9917798553
CUST027,2022,8,식품,2,41741.99888713584
CUST027,2022,9,식품,2,49263.9481825656
CUST027,2022,10,식품,2,76557.57386310733
CUST027,2022,11,도서,1,
CUST027,2022,12,가전,1,72780.28197751747
CUST027,2023,1,가구,1,59975.28211534864
CUST027,2023,2,의류,3,51442.49856175851
CUST027,2023,3,가전,9,
CUST027,2023,4,식품,2,89180.48646504848
CUST027,2023,5,가전,2,34700.33483573084
CUST027,2023,6,식품,0,57891.22223909425
CUST027,2023,7,가구,2,43700.731299602376
CUST027,2023,8,도서,3,40089.269876864426
CUST027,2023,9,가전,2,31665.12106530152
CUST027,2023,10,의류,2,31798.915847378456
CUST027,2023,11,가구,1,31210.285572308898
CUST027,2023,12,가구,2,
CUST028,2022,1,식품,1,34656.973070408225
CUST028,2022,2,가전,0,73202.96319742879
CUST028,2022,3,의류,2,5594.27188987119
CUST028,2022,4,가전,1,-7681.423265288431
CUST028,2022,5,의류,4,34483.575451106975
CUST028,2022,6,가구,1,74775.97403757692
CUST028,2022,7,식품,1,52960.81266546151
CUST028,2022,8,식품,2,32610.611069990413
CUST028,2022,9,의류,0,66029.99060464354
CUST028,2022,10,도서,3,
CUST028,2022,11,가전,1,81574.20037530645
CUST028,2022,12,도서,3,
CUST028,2023,1,가구,2,69078.73814811569
CUST028,2023,2,식품,3,78518.93979408982
CUST028,2023,3,의류,5,55720.16279041581
CUST028,2023,4,가전,0,93288.06448115292
CUST028,2023,5,도서,2,
CUST028,2023,6,도서,4,47855.25427324593
CUST028,2023,7,가전,3,52671.59438514447
CUST028,2023,8,가전,1,29659.06110764875
CUST028,2023,9,식품,3,59129.969700419584
CUST028,2023,10,식품,3,83624.50489673474
CUST028,2023,11,식품,3,90305.3161987161
CUST028,2023,12,가전,3,37708.370373550926
CUST029,2022,1,식품,2,44551.97100987065
CUST029,2022,2,식품,3,57988.9007735971
CUST029,2022,3,의류,2,56943.02513634909
CUST029,2022,4,도서,4,81953.52301093665
CUST029,2022,5,의류,1,38309.59223818725
CUST029,2022,6,가전,2,61498.13592613122
CUST029,2022,7,가구,2,38947.593494829736
CUST029,2022,8,가구,4,55713.18087395246
CUST029,2022,9,도서,3,
CUST029,2022,10,의류,0,69626.14087167993
CUST029,2022,11,가구,2,47429.46285545107
CUST029,2022,12,의류,0,47690.75827728791
CUST029,2023,1,의류,1,78649.12019592176
CUST029,2023,2,가전,0,36724.70981097245
CUST029,2023,3,도서,3,34790.99209773563
CUST029,2023,4,가구,2,10726.95736211547
CUST029,2023,5,식품,1,31649.8974874467
CUST029,2023,6,도서,1,70353.81063611855
CUST029,2023,7,의류,2,
CUST029,2023,8,가구,2,53711.30925438158
CUST029,2023,9,도서,1,58449.5141967408
CUST029,2023,10,식품,5,45388.81655946592
CUST029,2023,11,의류,1,86516.5531603019
CUST029,2023,12,의류,3,86830.48660242421
CUST030,2022,1,의류,2,57971.83874501014
CUST030,2022,2,가구,2,63270.757857129494
CUST030,2022,3,식품,1,52585.5226417807
CUST030,2022,4,식품,2,46943.25115417313
CUST030,2022,5,도서,2,64679.61630716872
CUST030,2022,6,의류,0,20313.437211754823
CUST030,2022,7,의류,3,65571.32571475733
CUST030,2022,8,식품,1,-5507.459273854263
CUST030,2022,9,가구,2,22964.978064820763
CUST030,2022,10,가구,2,
CUST030,2022,11,식품,3,77091.42313668094
CUST030,2022,12,의류,6,65134.26774418837
CUST030,2023,1,가구,5,46775.47727210166
CUST030,2023,2,가전,3,59692.433358832335
CUST030,2023,3,가전,2,63828.88624684516
CUST030,2023,4,의류,0,53181.900521882766
CUST030,2023,5,식품,3,47936.15349479207
CUST030,2023,6,가전,2,54642.67496205916
CUST030,2023,7,식품,3,62032.812252411466
CUST030,2023,8,도서,4,32350.95561003553
CUST030,2023,9,가전,2,42776.30995631399
CUST030,2023,10,식품,1,39400.63798092182
CUST030,2023,11,가전,2,63573.33111199261
CUST030,2023,12,식품,2,
CUST031,2022,1,식품,4,29185.800863378725
CUST031,2022,2,가전,2,20149.367995676126
CUST031,2022,3,가전,2,63698.25854210707
CUST031,2022,4,의류,3,50515.89463978065
CUST031,2022,5,도서,3,
CUST031,2022,6,가전,1,70234.09978103981
CUST031,2022,7,식품,0,22415.0628693719
CUST031,2022,8,가구,1,15974.70735184865
CUST031,2022,9,식품,1,66041.35241556416
CUST031,2022,10,가구,0,50994.145792697054
CUST031,2022,11,식품,1,
CUST031,2022,12,가전,2,
CUST031,2023,1,도서,3,60217.27165626909
CUST031,2023,2,식품,3,57512.90248072283
CUST031,2023,3,의류,4,46255.51048314976
CUST031,2023,4,식품,1,26086.1985302479
CUST031,2023,5,가구,0,27939.102710172916
CUST031,2023,6,의류,3,65290.17430005792
CUST031,2023,7,도서,4,78760.63169197037
CUST031,2023,8,도서,0,51300.58668297319
CUST031,2023,9,도서,3,46033.694883903365
CUST031,2023,10,도서,3,35208.402447724446
CUST031,2023,11,가전,1,90182.33666318379
CUST031,2023,12,가구,0,24245.4941688381
CUST032,2022,1,의류,0,86368.26266701346
CUST032,2022,2,식품,1,62530.81572756147
CUST032,2022,3,식품,2,76892.85250292359
CUST032,2022,4,도서,1,47018.5887084546
CUST032,2022,5,가구,4,54111.731854652724
CUST032,2022,6,도서,4,
CUST032,2022,7,식품,0,42134.05490850445
CUST032,2022,8,가구,1,48332.41237333051
CUST032,2022,9,도서,1,58986.469234983815
CUST032,2022,10,도서,0,26937.746786484367
CUST032,2022,11,가구,3,40504.59720719534
CUST032,2022,12,가구,3,53874.50192991396
CUST032,2023,1,의류,2,51426.67516303925
CUST032,2023,2,의류,1,33065.95394048939
CUST032,2023,3,식품,5,89923.21581452845
CUST032,2023,4,식품,2,32412.513961698158
CUST032,2023,5,의류,4,
CUST032,2023,6,식품,1,
CUST032,2023,7,의류,1,33835.25235193155
CUST032,2023,8,식품,3,32522.132796307655
CUST032,2023,9,도서,1,
CUST032,2023,10,가전,2,47219.64784379108
CUST032,2023,11,식품,2,62801.351045084244
CUST032,2023,12,가전,3,27974.19198868476
CUST033,2022,1,식품,1,77640.93189736805
CUST033,2022,2,도서,2,23833.912475909252
CUST033,2022,3,식품,2,25717.9718394858
CUST033,2022,4,식품,2,29559.998014384706
CUST033,2022,5,의류,2,57632.199088482244
CUST033,2022,6,가구,1,21269.045688056372
CUST033,2022,7,도서,4,19757.165055387144
CUST033,2022,8,가전,3,67491.47693874058
CUST033,2022,9,식품,3,10200.156396424929
CUST033,2022,10,도서,1,29510.602108750918
CUST033,2022,11,의류,4,22453.884089715488
CUST033,2022,12,도서,1,71464.90429123183
CUST033,2023,1,의류,5,36450.77019670724
CUST033,2023,2,의류,5,60567.41329223514
CUST033,2023,3,의류,2,29668.779888932142
CUST033,2023,4,가구,2,88112.77046901523
CUST033,2023,5,의류,4,48667.31642721882
CUST033,2023,6,식품,1,71137.3211636286
CUST033,2023,7,의류,5,83303.30336806338
CUST033,2023,8,의류,1,85764.79979884188
CUST033,2023,9,도서,3,80433.03071380206
CUST033,2023,10,가구,0,40791.41410948397
CUST033,2023,11,가전,3,80034.69542300506
CUST033,2023,12,가전,0,59625.31796325299
CUST034,2022,1,가구,1,44413.96052456812
CUST034,2022,2,도서,2,59505.685213601435
CUST034,2022,3,가전,1,88999.25827988076
CUST034,2022,4,식품,3,25791.648073491164
CUST034,2022,5,의류,1,48009.12271469932
CUST034,2022,6,의류,0,26734.257347229905
CUST034,2022,7,도서,3,77662.73232844699
CUST034,2022,8,도서,2,45404.0884397785
CUST034,2022,9,도서,2,109765.72485050038
CUST034,2022,10,가구,2,54398.99649939935
CUST034,2022,11,식품,1,
CUST034,2022,12,식품,1,1824.5913363608342
CUST034,2023,1,도서,5,54347.48428571584
CUST034,2023,2,가구,2,50443.09646515159
CUST034,2023,3,도서,9,
CUST034,2023,4,식품,5,51304.47843515363
CUST034,2023,5,의류,3,49862.04262729436
CUST034,2023,6,식품,3,61671.00429559013
CUST034,2023,7,의류,3,31416.125549521177
CUST034,2023,8,도서,1,22793.091784129432
CUST034,2023,9,의류,5,36001.59695514871
CUST034,2023,10,가구,4,37530.20123364173
CUST034,2023,11,도서,1,45290.928707498286
CUST034,2023,12,의류,2,34006.08441404198
CUST035,2022,1,식품,1,70791.62790163058
CUST035,2022,2,가구,3,68967.56304225326
CUST035,2022,3,가전,5,30071.79509226641
CUST035,2022,4,식품,2,79526.0304461173
CUST035,2022,5,의류,1,22552.352845043355
CUST035,2022,6,가구,3,50056.07038476254
CUST035,2022,7,식품,1,65269.690908005745
CUST035,2022,8,도서,0,35058.032721300784
CUST035,2022,9,가전,3,27981.44065988899
CUST035,2022,10,가구,2,
CUST035,2022,11,가전,4,41240.20959534831
CUST035,2022,12,식품,0,75155.29438062955
CUST035,2023,1,가구,2,58720.97013039861
CUST035,2023,2,의류,3,50104.261205836614
CUST035,2023,3,가구,5,63138.541343853394
CUST035,2023,4,식품,3,50884.39376031485
CUST035,2023,5,의류,3,34616.55433097451
CUST035,2023,6,식품,1,35165.53669102429
CUST035,2023,7,식품,4,58981.273454012524
CUST035,2023,8,의류,2,46424.92425450621
CUST035,2023,9,가구,0,6399.40558091821
CUST035,2023,10,가전,4,37883.52813904573
CUST035,2023,11,가전,1,15230.110762912249
CUST035,2023,12,도서,1,47875.88427632806
CUST036,2022,1,도서,0,12859.554338177331
CUST036,2022,2,가구,0,41336.05526932016
CUST036,2022,3,식품,3,66042.65065995089
CUST036,2022,4,도서,3,32588.2547653898
CUST036,2022,5,의류,5,8465.80382643859
CUST036,2022,6,가구,0,92597.34649979016
CUST036,2022,7,도서,1,
CUST036,2022,8,가구,3,71133.97380905862
CUST036,2022,9,식품,1,67121.74950436575
CUST036,2022,10,식품,4,83229.72867243909
CUST036,2022,11,도서,2,62525.16834280889
CUST036,2022,12,가구,3,46411.39263321195
CUST036,2023,1,가전,2,39634.148252081344
CUST036,2023,2,가전,2,55316.92514913785
CUST036,2023,3,가전,1,42799.39481818145
CUST036,2023,4,의류,2,43739.77292715702
CUST036,2023,5,식품,2,79484.23291691646
CUST036,2023,6,가전,5,53899.91785443877
CUST036,2023,7,가전,2,63016.752200351875
CUST036,2023,8,식품,2,34566.900424330706
CUST036,2023,9,가구,0,
CUST036,2023,10,식품,2,31571.595678248766
CUST036,2023,11,가전,3,33487.89195057025
CUST036,2023,12,가구,1,28411.511499667795
CUST037,2022,1,의류,1,49035.19898573128
CUST037,2022,2,도서,2,32627.303742180335
CUST037,2022,3,가구,5,
CUST037,2022,4,도서,2,61286.746089483764
CUST037,2022,5,가전,3,24029.185697684617
CUST037,2022,6,가구,3,57110.350550438685
CUST037,2022,7,의류,1,93325.58724959135
CUST037,2022,8,가구,0,23121.600361000128
CUST037,2022,9,가구,0,23319.708204522834
CUST037,2022,10,가전,1,
CUST037,2022,11,의류,1,79102.76643570863
CUST037,2022,12,의류,1,
CUST037,2023,1,가전,3,71768.70010695592
CUST037,2023,2,가구,2,30485.377903629844
CUST037,2023,3,가전,1,58957.78812789131
CUST037,2023,4,의류,4,62816.677389907585
CUST037,2023,5,가구,3,60174.900882195
CUST037,2023,6,식품,2,
CUST037,2023,7,의류,4,69466.97248343381
CUST037,2023,8,가구,1,
CUST037,2023,9,의류,4,44285.43657891578
CUST037,2023,10,가구,3,71103.52823724416
CUST037,2023,11,도서,2,27981.729294223842
CUST037,2023,12,식품,1,
CUST038,2022,1,의류,2,34044.54646730403
CUST038,2022,2,의류,6,34933.79709857814
CUST038,2022,3,가전,2,62127.18587097726
CUST038,2022,4,가구,2,74557.8821144798
CUST038,2022,5,의류,0,52667.24842833843
CUST038,2022,6,가전,5,51703.76602525872
CUST038,2022,7,가구,1,67867.41414647613
CUST038,2022,8,가전,3,59427.336340458976
CUST038,2022,9,도서,1,
CUST038,2022,10,가구,2,16457.63948563981
CUST038,2022,11,가전,2,66357.48475248844
CUST038,2022,12,식품,0,47766.15972833831
CUST038,2023,1,가구,2,28289.737907157294
CUST038,2023,2,의류,2,50272.222207254905
CUST038,2023,3,식품,1,24249.718039308893
CUST038,2023,4,가전,2,58164.65843131662
CUST038,2023,5,가구,2,
CUST038,2023,6,가전,1,
CUST038,2023,7,가전,4,89919.31308089863
CUST038,2023,8,가전,1,76146.03463176856
CUST038,2023,9,의류,1,
CUST038,2023,10,도서,3,57847.407407246974
CUST038,2023,11,식품,0,41958.970522966134
CUST038,2023,12,가전,2,48852.64057903142
CUST039,2022,1,의류,2,62316.73710135234
CUST039,2022,2,식품,3,99081.36455762772
CUST039,2022,3,식품,3,
CUST039,2022,4,도서,2,62157.910322533135
CUST039,2022,5,도서,4,75852.41518354438
CUST039,2022,6,가전,1,52428.80805722513
CUST039,2022,7,가전,0,35372.902205745704
CUST039,2022,8,가구,0,72867.34968382817
CUST039,2022,9,가전,1,33404.42058131892
CUST039,2022,10,의류,2,58181.751874024594
CUST039,2022,11,도서,3,53125.55934243472
CUST039,2022,12,의류,1,77270.85383975766
CUST039,2023,1,가전,2,78925.00462576933
CUST039,2023,2,가전,0,65306.40903207859
CUST039,2023,3,도서,3,35955.30769714897
CUST039,2023,4,의류,2,53474.67707886202
CUST039,2023,5,도서,2,57931.03601337654
CUST039,2023,6,식품,0,49403.260294975196
CUST039,2023,7,도서,2,24552.465184000503
CUST039,2023,8,가전,1,
CUST039,2023,9,식품,1,21118.231956026924
CUST039,2023,10,식품,2,65896.98350928379
CUST039,2023,11,가전,1,44517.797652311114
CUST039,2023,12,가전,3,45433.022845967804
CUST040,2022,1,가구,0,49818.76757002581
CUST040,2022,2,식품,4,84293.73234545958
CUST040,2022,3,도서,3,51646.45785953029
CUST040,2022,4,가전,1,37115.13042421888
CUST040,2022,5,가구,3,
CUST040,2022,6,의류,1,21416.096181754026
CUST040,2022,7,식품,2,53342.87734644275
CUST040,2022,8,가전,3,28564.400611509707
CUST040,2022,9,가전,4,81152.86342740963
CUST040,2022,10,의류,4,64128.98889833428
CUST040,2022,11,가구,0,66530.59344788725
CUST040,2022,12,식품,2,49117.27303517201
CUST040,2023,1,도서,2,56225.69617944372
CUST040,2023,2,도서,4,58832.87182893372
CUST040,2023,3,의류,2,49254.05613439542
CUST040,2023,4,도서,1,21848.411083023515
CUST040,2023,5,가구,1,81738.92860833871
CUST040,2023,6,가구,5,25796.48015231214
CUST040,2023,7,의류,3,24510.27071393083
CUST040,2023,8,의류,4,
CUST040,2023,9,도서,2,24364.143870490992
CUST040,2023,10,도서,0,30045.712315801622
CUST040,2023,11,도서,2,82330.09412905836
CUST040,2023,12,가전,1,42375.402066337905
CUST041,2022,1,가구,0,66655.66047932248
CUST041,2022,2,의류,3,21370.856369767233
CUST041,2022,3,식품,3,48603.35505790415
CUST041,2022,4,도서,1,
CUST041,2022,5,가전,5,28837.788064604276
CUST041,2022,6,가전,1,
CUST041,2022,7,가전,3,67489.29648277385
CUST041,2022,8,가구,2,59637.529904989846
CUST041,2022,9,도서,2,60426.266873988985
CUST041,2022,10,의류,2,44947.80854755533
CUST041,2022,11,식품,1,38316.344299697055
CUST041,2022,12,가전,0,53520.62431776355
CUST041,2023,1,식품,3,41222.918002842045
CUST041,2023,2,식품,0,29593.175227180993
CUST041,2023,3,가구,6,47121.13550151951
CUST041,2023,4,도서,1,16199.367455140396
CUST041,2023,5,의류,1,81575.61609585202
CUST041,2023,6,가구,1,31883.38102579062
CUST041,2023,7,식품,1,17253.189862413466
CUST041,2023,8,가전,2,67027.24845439542
CUST041,2023,9,의류,0,66397.9839003634
CUST041,2023,10,도서,1,38633.75816666108
CUST041,2023,11,의류,2,80263.83974356444
CUST041,2023,12,가구,2,86529.68084752721
CUST042,2022,1,가구,2,76937.07617528476
CUST042,2022,2,가전,5,
CUST042,2022,3,도서,0,74520.93903391394
CUST042,2022,4,가구,1,24581.069787509
CUST042,2022,5,식품,1,62319.89793209121
CUST042,2022,6,가구,2,36760.10895412292
CUST042,2022,7,가구,2,
CUST042,2022,8,식품,0,56577.25864195524
CUST042,2022,9,식품,2,16688.07411478235
CUST042,2022,10,가전,1,57018.49140422231
CUST042,2022,11,도서,1,62586.81845039533
CUST042,2022,12,가전,5,47468.56319378552
CUST042,2023,1,가구,2,49056.65716728054
CUST042,2023,2,식품,1,55138.415456001225
CUST042,2023,3,식품,3,48050.96203950268
CUST042,2023,4,가전,0,102062.52219766942
CUST042,2023,5,의류,0,32021.371586326262
CUST042,2023,6,가구,1,32604.79566001812
CUST042,2023,7,도서,2,31876.814886386703
CUST042,2023,8,의류,2,40462.614920426335
CUST042,2023,9,가구,2,46437.815853872846
CUST042,2023,10,의류,2,54978.19239832593
CUST042,2023,11,가전,5,61892.30141226941
CUST042,2023,12,의류,3,42341.386423041695
CUST043,2022,1,가전,3,61548.18263503389
CUST043,2022,2,가구,1,37042.7286030548
CUST043,2022,3,식품,1,63172.26235537461
CUST043,2022,4,가전,1,78828.5396749532
CUST043,2022,5,가구,1,74769.40136378969
CUST043,2022,6,가구,3,66331.02944756908
CUST043,2022,7,가구,2,22879.475024917203
CUST043,2022,8,가전,1,50327.68954539582
CUST043,2022,9,도서,2,63514.970649384944
CUST043,2022,10,의류,7,64771.36691551705
CUST043,2022,11,도서,4,47893.61428510593
CUST043,2022,12,가구,5,59546.07873786635
CUST043,2023,1,가전,2,95448.99750683983
CUST043,2023,2,식품,3,43308.31399255513
CUST043,2023,3,가구,2,61831.45924778021
CUST043,2023,4,식품,2,43770.723927012834
CUST043,2023,5,가구,2,50258.40531059372
CUST043,2023,6,도서,2,37346.97406532064
CUST043,2023,7,가전,1,46465.94207391235
CUST043,2023,8,의류,5,
CUST043,2023,9,가구,1,40840.701194341396
CUST043,2023,10,도서,0,
CUST043,2023,11,의류,1,51890.23313976355
CUST043,2023,12,가구,1,38528.334141896084
CUST044,2022,1,식품,3,81948.26214206364
CUST044,2022,2,가전,3,59432.43542011738
CUST044,2022,3,도서,3,16842.50872883699
CUST044,2022,4,의류,2,13727.648544148993
CUST044,2022,5,의류,2,51410.34025896436
CUST044,2022,6,가전,2,45723.62714786719
CUST044,2022,7,도서,1,41264.515044639185
CUST044,2022,8,도서,1,35742.30819918372
CUST044,2022,9,의류,1,24733.120819178515
CUST044,2022,10,가구,2,47635.76596032517
CUST044,2022,11,의류,4,41093.26963936552
CUST044,2022,12,도서,2,24544.739691574225
CUST044,2023,1,식품,1,62085.931795461234
CUST044,2023,2,가구,5,81064.33620718309
CUST044,2023,3,식품,2,25276.85615285878
CUST044,2023,4,가전,4,46249.68031856337
CUST044,2023,5,가전,1,19815.32679906274
CUST044,2023,6,가구,1,34167.881521506504
CUST044,2023,7,가구,1,
CUST044,2023,8,가구,4,56709.51052948422
CUST044,2023,9,가전,1,58436.4004629771
CUST044,2023,10,가구,1,31761.829293782856
CUST044,2023,11,가전,2,38784.25510854431
CUST044,2023,12,가전,2,10471.329484238348
CUST045,2022,1,도서,1,
CUST045,2022,2,도서,3,64806.12052750278
CUST045,2022,3,의류,4,37074.38077377079
CUST045,2022,4,가구,2,70549.96871967969
CUST045,2022,5,가구,1,72035.15212814955
CUST045,2022,6,가전,1,28642.944754519947
CUST045,2022,7,가구,0,41099.93813600334
CUST045,2022,8,의류,1,61296.442725492656
CUST045,2022,9,가구,1,62085.22698411002
CUST045,2022,10,가구,4,67769.48970722192
CUST045,2022,11,가전,2,51141.46925120385
CUST045,2022,12,의류,1,35635.58359030402
CUST045,2023,1,가구,3,62572.94024307263
CUST045,2023,2,식품,2,47799.51261592856
CUST045,2023,3,의류,2,38907.307820831964
CUST045,2023,4,가전,1,74984.38973734959
CUST045,2023,5,도서,2,
CUST045,2023,6,가전,2,48339.45748419525
CUST045,2023,7,식품,1,85927.99087855637
CUST045,2023,8,가구,2,46390.82748559191
CUST045,2023,9,식품,0,52123.692597424364
CUST045,2023,10,가구,3,49952.74356707019
CUST045,2023,11,가구,4,84497.52014332943
CUST045,2023,12,가구,2,34851.02421311257
CUST046,2022,1,가전,3,82314.80159732426
CUST046,2022,2,식품,2,77757.98066708235
CUST046,2022,3,가구,0,32465.226726412187
CUST046,2022,4,가구,2,23737.86254539474
CUST046,2022,5,의류,3,48556.6848799445
CUST046,2022,6,식품,1,15395.863651887936
CUST046,2022,7,식품,1,79732.86127615778
CUST046,2022,8,도서,1,50386.28996404536
CUST046,2022,9,가구,0,
CUST046,2022,10,가구,0,82033.14771456335
CUST046,2022,11,의류,2,
CUST046,2022,12,의류,2,46298.46668005813
CUST046,2023,1,의류,3,21310.940304860575
CUST046,2023,2,식품,2,83730.41970482688
CUST046,2023,3,가구,2,72916.50988562696
CUST046,2023,4,도서,0,53315.4588233671
CUST046,2023,5,도서,3,49925.043486120725
CUST046,2023,6,도서,5,37097.29788696268
CUST046,2023,7,식품,2,
CUST046,2023,8,식품,4,43146.931941010575
CUST046,2023,9,가전,0,10566.537022690165
CUST046,2023,10,가구,1,40325.384668741186
CUST046,2023,11,가전,0,37010.150094644945
CUST046,2023,12,가구,0,44206.39737114335
CUST047,2022,1,도서,0,19284.805850516383
CUST047,2022,2,도서,0,41775.136716280904
CUST047,2022,3,식품,1,55824.29609984954
CUST047,2022,4,의류,2,
CUST047,2022,5,의류,2,27318.549041589897
CUST047,2022,6,가전,0,40949.859528222936
CUST047,2022,7,가구,2,61238.21184540383
CUST047,2022,8,가구,0,39037.47467643251
CUST047,2022,9,의류,1,53262.22718914143
CUST047,2022,10,가전,1,29995.896753282537
CUST047,2022,11,도서,4,54045.93998514117
CUST047,2022,12,가구,2,36724.66694335744
CUST047,2023,1,가구,1,25863.827771100983
CUST047,2023,2,의류,3,8392.48924993039
CUST047,2023,3,가구,2,37251.49098793275
CUST047,2023,4,가구,2,44093.427219869394
CUST047,2023,5,의류,3,50679.371293871714
CUST047,2023,6,가전,2,60147.37317933281
CUST047,2023,7,가전,5,29827.07051711705
CUST047,2023,8,도서,2,61300.79375964802
CUST047,2023,9,도서,0,67236.80836650958
CUST047,2023,10,식품,1,49156.16012272167
CUST047,2023,11,가구,0,53567.88340319419
CUST047,2023,12,도서,1,26985.462048857997
CUST048,2022,1,의류,1,9279.023640119245
CUST048,2022,2,가전,3,32705.250702501264
CUST048,2022,3,가전,1,23564.474284380474
CUST048,2022,4,가구,4,55128.40156482978
CUST048,2022,5,가구,1,13102.134254375836
CUST048,2022,6,가구,1,86863.4666283188
CUST048,2022,7,의류,4,60070.98974791294
CUST048,2022,8,식품,5,82121.04147385049
CUST048,2022,9,가전,0,55990.049768123994
CUST048,2022,10,식품,3,75004.08563874547
CUST048,2022,11,가전,3,95036.33920682198
CUST048,2022,12,가구,3,53898.56159829564
CUST048,2023,1,도서,2,38274.1054143441
CUST048,2023,2,가구,1,50052.57366562659
CUST048,2023,3,의류,2,2865.7067310208076
CUST048,2023,4,가전,2,34670.87164090338
CUST048,2023,5,식품,1,54317.27450272708
CUST048,2023,6,도서,3,39712.9439200882
CUST048,2023,7,가구,1,36423.73098733235
CUST048,2023,8,식품,1,29638.62116669234
CUST048,2023,9,가구,1,44574.17906915187
CUST048,2023,10,의류,2,87533.87964446246
CUST048,2023,11,가구,2,61393.2319273276
CUST048,2023,12,식품,2,
CUST049,2022,1,가전,0,66447.46546803838
CUST049,2022,2,식품,1,
CUST049,2022,3,가전,1,54715.19831904753
CUST049,2022,4,의류,1,55877.35277562829
CUST049,2022,5,도서,0,2761.45837253183
CUST049,2022,6,가전,2,64554.563330299134
CUST049,2022,7,식품,1,40505.3930993854
CUST049,2022,8,식품,2,68191.20287524551
CUST049,2022,9,가전,2,39710.105011512394
CUST049,2022,10,도서,0,3164.8571461417596
CUST049,2022,11,가전,3,50732.01425506088
CUST049,2022,12,의류,0,67271.6726048662
CUST049,2023,1,의류,0,14951.205187242573
CUST049,2023,2,도서,3,39065.830003971256
CUST049,2023,3,가구,2,37285.42255900146
CUST049,2023,4,식품,1,71914.30852135507
CUST049,2023,5,도서,2,10488.597281723101
CUST049,2023,6,도서,0,66411.05860523928
CUST049,2023,7,가전,1,59867.529564538636
CUST049,2023,8,의류,4,
CUST049,2023,9,가전,1,44409.34808874161
CUST049,2023,10,의류,2,57666.7472431929
CUST049,2023,11,식품,2,38069.91960546482
CUST049,2023,12,가전,2,
CUST050,2022,1,가전,3,23245.97747675353
CUST050,2022,2,식품,2,71061.38332645205
CUST050,2022,3,식품,0,41431.57999001461
CUST050,2022,4,가구,4,51690.008474938106
CUST050,2022,5,도서,2,66599.71958185127
CUST050,2022,6,가구,0,79643.34677965744
CUST050,2022,7,식품,3,
CUST050,2022,8,가전,2,45838.53861211384
CUST050,2022,9,도서,0,71688.20743034345
CUST050,2022,10,가구,2,21742.48476956686
CUST050,2022,11,의류,5,46326.33421521135
CUST050,2022,12,가전,2,75105.50070919657
CUST050,2023,1,의류,6,30720.560036672246
CUST050,2023,2,의류,0,15185.553045185254
CUST050,2023,3,도서,2,48421.59944280994
CUST050,2023,4,가구,1,61314.56331487955
CUST050,2023,5,도서,3,
CUST050,2023,6,가구,1,42108.08871520886
CUST050,2023,7,식품,2,-1865.4897446524628
CUST050,2023,8,식품,2,36928.941821459324
CUST050,2023,9,가구,1,65108.707312036895
CUST050,2023,10,도서,1,15299.715069379126
CUST050,2023,11,의류,3,
CUST050,2023,12,가구,3,80618.61299143377
CUST051,2022,1,도서,2,85999.40864062094
CUST051,2022,2,가전,0,40022.49629497272
CUST051,2022,3,가구,2,41379.15803025761
CUST051,2022,4,가전,1,62453.79436627122
CUST051,2022,5,식품,6,30989.44704615001
CUST051,2022,6,식품,2,92341.30992249596
CUST051,2022,7,도서,0,55472.63609559495
CUST051,2022,8,가구,6,16799.293977909496
CUST051,2022,9,도서,2,63343.690668255316
CUST051,2022,10,의류,2,58069.91973507753
CUST051,2022,11,식품,1,47553.57890203043
CUST051,2022,12,의류,0,60505.404212022026
CUST051,2023,1,가전,6,48887.04354265754
CUST051,2023,2,식품,3,56738.26925564792
CUST051,2023,3,의류,3,48589.31100912158
CUST051,2023,4,식품,3,39925.00537402183
CUST051,2023,5,도서,2,70959.6829621684
CUST051,2023,6,의류,5,33798.101672406556
CUST051,2023,7,도서,0,11087.96591625586
CUST051,2023,8,식품,5,82717.8643424568
CUST051,2023,9,도서,0,56436.97764868495
CUST051,2023,10,도서,1,-531.0051532660946
CUST051,2023,11,의류,6,53426.80322114972
CUST051,2023,12,가구,2,27397.92377518958
CUST052,2022,1,가전,2,79837.51784367725
CUST052,2022,2,식품,2,59187.362627945215
CUST052,2022,3,의류,0,45808.79970701795
CUST052,2022,4,식품,2,13063.727327319524
CUST052,2022,5,도서,4,64165.401600014484
CUST052,2022,6,의류,1,39901.82366525181
CUST052,2022,7,식품,2,48093.65868194239
CUST052,2022,8,식품,1,45301.67535605005
CUST052,2022,9,식품,1,35275.16596398097
CUST052,2022,10,의류,2,27449.297414097735
CUST052,2022,11,가전,1,45269.24941786489
CUST052,2022,12,의류,4,56905.5091694087
CUST052,2023,1,가구,1,48980.30392950898
CUST052,2023,2,가전,2,57454.669902097696
CUST052,2023,3,식품,2,17000.67740232256
CUST052,2023,4,도서,2,49347.9711484976
CUST052,2023,5,식품,1,29775.46642840796
CUST052,2023,6,의류,1,67118.22473118894
CUST052,2023,7,가전,1,65636.76151360024
CUST052,2023,8,가구,2,53100.642913397656
CUST052,2023,9,가전,1,52188.17472757594
CUST052,2023,10,식품,3,87698.64341158923
CUST052,2023,11,식품,3,47035.20831120263
CUST052,2023,12,의류,2,78957.1439050141
CUST053,2022,1,식품,3,55801.89331194817
CUST053,2022,2,식품,1,38949.512675924554
CUST053,2022,3,도서,0,27723.299774929812
CUST053,2022,4,가구,0,68961.10352268392
CUST053,2022,5,가전,1,48895.22159282165
