연도,월,고객ID,카테고리,성별,나이,주문금액,구매수량,리뷰점수,반품여부
2021,9,CUST0098,Toys,F,18,124005.0,2,3.2279902144827424,0
2023,8,CUST0278,Toys,F,25,109630.0,4,4.141250751665405,0
2020,9,CUST0210,Clothing,F,26,,4,4.662369000684544,0
2023,3,CUST0236,Toys,F,45,140924.0,2,5.0,0
2022,5,CUST0082,Home,M,40,123231.0,1,4.248013985886555,1
2021,7,CUST0247,Electronics,F,68,86148.0,2,3.5013949017213433,0
2022,7,CUST0215,Books,M,28,62343.0,3,3.1957173155580945,0
2021,3,CUST0009,Clothing,F,47,72117.0,4,4.443364598439602,0
2021,5,CUST0201,Books,M,29,92309.0,6,3.4483071280208986,0
2023,12,CUST0044,Home,M,53,103295.0,4,4.6293790225699345,0
2020,10,CUST0300,Electronics,M,68,68761.0,3,,0
2020,6,CUST0087,Clothing,F,32,101263.0,1,4.255343863569636,1
2021,9,CUST0007,Books,F,44,112094.0,2,3.9586728206890545,0
2020,6,CUST0160,Electronics,M,57,110664.0,6,4.551973767877981,0
2023,7,CUST0252,Books,M,43,152821.0,6,4.83390117560773,0
2023,12,CUST0015,Electronics,M,19,128394.0,2,4.344393049731687,0
2020,11,CUST0027,Electronics,M,59,129529.0,2,5.0,0
2020,12,CUST0112,Electronics,M,42,167195.0,4,4.642968732121902,0
2023,5,CUST0116,Toys,F,64,18793.0,6,4.165223843959524,0
2022,11,CUST0002,Home,F,67,63107.0,2,3.022030914305906,0
2023,9,CUST0008,Home,M,30,67788.0,2,3.3736094258171767,0
2023,7,CUST0039,Toys,M,43,,7,2.9908975420896553,0
2023,7,CUST0214,Clothing,F,61,86464.0,1,3.935014096545494,0
2023,3,CUST0089,Home,M,26,63577.0,1,3.53372103526032,0
2023,5,CUST0193,Clothing,F,59,34858.0,7,3.2449647479334396,0
2023,11,CUST0215,Home,F,35,92560.0,4,3.914590971698632,0
2021,3,CUST0244,Books,M,26,158995.0,3,3.8451777227985855,0
2023,12,CUST0087,Books,F,56,50895.0,4,3.7245391064972453,0
2020,7,CUST0052,Clothing,F,60,125043.0,2,3.8744847857407816,0
2023,9,CUST0161,Toys,F,40,130568.0,4,4.390930059601491,0
2021,5,CUST0200,Electronics,F,41,146369.0,2,3.256560223791452,0
2021,6,CUST0074,Home,F,49,106797.0,2,3.991862544813758,0
2022,6,CUST0059,Books,M,62,100004.0,3,5.0,0
2021,4,CUST0015,Books,M,20,131027.0,2,4.18640005326955,0
2022,5,CUST0026,Home,F,42,89052.0,1,4.018053769474222,0
2023,2,CUST0014,Electronics,M,41,157483.0,9,3.5087865823625286,0
2022,11,CUST0239,Clothing,F,20,49914.0,5,2.8796199657469224,0
2021,2,CUST0079,Home,F,30,94624.0,5,4.072314816945671,0
2022,12,CUST0102,Books,M,46,105383.0,2,3.8566166094367924,0
2023,10,CUST0143,Toys,M,36,58317.0,2,3.54774242327723,0
2022,2,CUST0107,Toys,M,64,106709.0,4,,0
2023,7,CUST0114,Electronics,M,23,132682.0,2,4.397819154077959,1
2021,12,CUST0180,Home,M,42,,3,4.456604647648112,0
2022,8,CUST0287,Toys,F,39,127457.0,6,4.452305553069191,1
2021,4,CUST0018,Home,M,30,64970.0,2,4.5860218860187185,0
2023,11,CUST0094,Electronics,M,43,112923.0,5,3.9949799479120176,0
2020,6,CUST0281,Books,M,63,93546.0,2,3.766603381524702,0
2020,6,CUST0137,Home,M,23,54967.0,4,4.639605967964418,0
2021,12,CUST0139,Electronics,F,69,76054.0,2,4.361035218570463,0
2020,5,CUST0085,Electronics,F,47,120711.0,2,5.0,0
2020,3,CUST0278,Clothing,F,22,159199.0,3,2.7642181530143395,0
2023,2,CUST0014,Clothing,M,50,50584.0,3,3.4558853688324405,0
2023,11,CUST0213,Toys,F,32,156809.0,2,2.936524101303525,1
2022,2,CUST0156,Books,M,19,79435.0,1,4.547303168121212,0
2023,10,CUST0113,Books,F,43,117259.0,5,4.532034093057693,0
2020,6,CUST0232,Electronics,M,28,114840.0,5,4.60011763764043,0
2023,3,CUST0218,Books,M,20,110281.0,2,3.6322815960446158,0
2021,4,CUST0300,Home,F,19,121948.0,3,3.8946286295703665,0
2023,12,CUST0283,Electronics,M,36,95556.0,3,4.253619407041697,0
2023,3,CUST0261,Electronics,M,51,101271.0,6,4.186037450184641,0
2020,2,CUST0287,Clothing,M,37,59844.0,5,2.328041333580983,0
2020,9,CUST0019,Books,F,26,1636.0,4,3.5528355659046493,1
2022,7,CUST0027,Books,F,59,57972.0,2,3.8596991016570996,1
2020,1,CUST0300,Clothing,M,58,50403.0,5,4.691644628573964,0
2022,11,CUST0033,Books,M,50,92241.0,3,3.5187365987292845,0
2022,7,CUST0140,Home,F,28,97233.0,1,3.8304028242605686,0
2020,6,CUST0270,Books,M,45,115342.0,7,4.778181719488863,0
2022,8,CUST0235,Toys,M,66,52069.0,1,,0
2021,2,CUST0290,Books,M,18,117812.0,1,3.7107756528051867,1
2021,2,CUST0125,Electronics,F,47,190068.0,6,4.498467930054097,0
2020,5,CUST0120,Home,F,29,148995.0,3,5.0,0
2021,8,CUST0029,Electronics,F,69,182272.0,1,4.2389906279442995,0
2022,7,CUST0155,Electronics,M,59,87531.0,2,3.7727132787540816,0
2021,10,CUST0156,Toys,M,42,99526.0,2,3.24599948342761,0
2021,7,CUST0190,Clothing,F,27,147587.0,1,5.0,0
2020,3,CUST0129,Clothing,M,45,133945.0,3,3.992138715685157,0
2023,10,CUST0192,Clothing,M,39,111943.0,1,3.513978107527075,0
2023,4,CUST0098,Clothing,F,51,166126.0,1,2.689086946527596,0
2020,9,CUST0147,Toys,M,61,109978.0,2,4.548937009245353,0
2022,9,CUST0277,Books,M,19,87594.0,1,3.4360090312327225,0
2022,12,CUST0176,Home,F,49,137108.0,4,4.8425502166747405,0
2023,1,CUST0167,Toys,M,43,96129.0,7,3.891546244287428,0
2023,3,CUST0086,Books,F,43,120684.0,4,3.2858595395012515,0
2022,2,CUST0240,Books,M,63,73490.0,2,3.3159415956332494,0
2023,8,CUST0270,Clothing,F,60,100566.0,4,3.490486005713522,0
2023,4,CUST0231,Clothing,M,57,70504.0,1,4.72621580409742,1
2020,6,CUST0172,Toys,F,63,126748.0,1,3.8207086976671145,0
2022,7,CUST0173,Toys,M,27,75773.0,1,3.764722581645965,0
2021,4,CUST0179,Electronics,M,54,156445.0,4,4.4697023653812185,0
2023,8,CUST0126,Clothing,F,40,120985.0,4,4.815830838090512,0
2021,6,CUST0194,Toys,F,44,81587.0,5,3.307524441196098,0
2023,8,CUST0119,Books,M,29,109166.0,5,3.997438366893427,0
2023,7,CUST0292,Home,M,56,59590.0,1,4.280562207659486,0
2022,8,CUST0156,Books,F,66,69236.0,1,3.9927106822799434,0
2020,10,CUST0213,Home,F,65,157354.0,5,4.403420059731371,1
2022,12,CUST0226,Electronics,M,64,57140.0,4,3.6348733879119792,0
2023,5,CUST0077,Books,M,60,75100.0,6,5.0,0
2022,9,CUST0259,Books,M,33,82117.0,3,2.7015797460402355,0
2020,8,CUST0292,Books,M,64,69889.0,2,5.0,0
2021,12,CUST0263,Toys,M,42,46781.0,3,4.1196265324019,0
2023,12,CUST0262,Home,F,52,133650.0,3,3.946027179954165,0
2023,8,CUST0210,Home,M,22,109781.0,2,3.2987963643513627,0
2020,2,CUST0216,Home,M,26,137385.0,3,3.6936373259777477,0
2021,12,CUST0247,Home,M,55,48523.0,5,3.455799026053061,0
2020,6,CUST0263,Electronics,F,49,53206.0,3,5.0,0
2023,5,CUST0111,Home,M,58,55815.0,4,4.830977234695878,0
2022,4,CUST0020,Electronics,F,60,115002.0,2,2.664752823769218,0
2021,8,CUST0073,Books,M,45,,3,4.686419349590973,0
2021,11,CUST0012,Electronics,M,27,139159.0,2,3.785545202531147,0
2021,2,CUST0280,Home,M,27,105267.0,2,4.237784359246212,0
2022,6,CUST0140,Clothing,M,49,156917.0,5,4.211899679306664,0
2020,6,CUST0294,Home,M,26,189375.0,3,3.1634527043214975,0
2020,1,CUST0253,Clothing,F,41,69192.0,1,3.1871885438277827,0
2023,1,CUST0110,Books,M,21,191751.0,1,4.319976586690321,0
2023,5,CUST0253,Clothing,M,54,134750.0,5,,0
2021,4,CUST0293,Home,F,18,183543.0,4,2.952328403933891,0
2020,9,CUST0113,Electronics,F,56,130809.0,4,3.7380257463763242,0
2023,2,CUST0287,Clothing,F,51,120048.0,3,3.3998705005951555,0
2023,6,CUST0198,Toys,F,34,,4,4.024976153872957,0
2021,9,CUST0052,Electronics,M,63,97938.0,0,3.3908027867855584,0
2022,2,CUST0221,Clothing,F,62,29821.0,3,4.3804970671213965,0
2023,4,CUST0141,Home,F,41,129627.0,6,4.07966150029713,0
2020,8,CUST0041,Clothing,M,62,107854.0,5,4.884710997168525,0
2023,5,CUST0116,Books,M,59,111036.0,2,3.1643260415268135,0
2021,9,CUST0192,Electronics,M,25,97509.0,4,3.4492896950150493,0
2021,2,CUST0163,Toys,F,34,119754.0,3,3.5874648578384494,0
2022,9,CUST0163,Books,M,38,141504.0,8,3.6819069299873624,0
2020,1,CUST0190,Toys,F,66,140677.0,2,3.8670652367403813,0
2023,4,CUST0031,Home,F,65,126244.0,2,3.4293833758797136,0
2023,12,CUST0074,Electronics,F,55,102728.0,4,4.172080270330455,0
2021,10,CUST0246,Books,M,37,78379.0,3,4.467367157444939,1
2023,3,CUST0212,Books,F,25,142846.0,1,3.4496306440451723,0
2023,6,CUST0034,Clothing,M,69,75971.0,2,3.1393593446917167,0
2023,2,CUST0075,Electronics,F,19,57446.0,2,3.4096214301967764,0
2022,6,CUST0001,Home,F,65,65182.0,0,4.459941943598939,0
2023,9,CUST0084,Toys,M,69,146996.0,3,4.713267528010269,0
2023,9,CUST0033,Electronics,F,36,61415.0,1,3.0707435548302935,0
2022,10,CUST0189,Toys,F,37,116092.0,2,4.2568626941487615,0
2021,8,CUST0050,Toys,F,22,49096.0,5,4.442858817689628,0
2020,5,CUST0250,Home,F,32,79471.0,2,4.352869928423986,0
2023,10,CUST0263,Toys,M,56,121060.0,2,,0
2022,1,CUST0246,Toys,M,37,150379.0,3,2.7221669952037675,0
2021,5,CUST0039,Clothing,M,18,99727.0,3,3.7963532264931095,0
2020,8,CUST0107,Electronics,M,23,39232.0,4,5.0,0
2023,7,CUST0151,Books,F,61,127508.0,4,4.006587915392892,0
2022,2,CUST0293,Home,M,39,18289.0,3,3.3632074455002585,0
2020,1,CUST0076,Electronics,M,21,90728.0,2,3.110011433324779,0
2020,2,CUST0157,Home,F,65,102883.0,2,3.780243450567017,0
2020,3,CUST0065,Toys,F,50,133122.0,3,3.4950311943785235,0
2022,3,CUST0037,Toys,F,46,80424.0,2,3.956142863997162,0
2023,1,CUST0047,Toys,F,33,88999.0,4,2.4781828319087236,1
2021,8,CUST0109,Clothing,F,63,104365.0,4,3.0685806451072635,0
2023,1,CUST0210,Books,F,58,112050.0,6,3.8068912790076173,0
2021,11,CUST0269,Books,M,29,85967.0,1,3.3839063883523726,0
2023,9,CUST0288,Toys,F,68,133673.0,2,4.361097943304213,0
2021,1,CUST0055,Clothing,M,34,78402.0,3,4.023222877087571,1
2020,1,CUST0047,Toys,F,60,76070.0,2,3.5746995881286554,0
2020,7,CUST0120,Books,M,48,155277.0,3,4.525430148973264,0
2021,1,CUST0098,Clothing,F,43,114972.0,1,4.9011025344765935,1
2022,4,CUST0112,Clothing,M,51,117116.0,0,4.229305586521166,0
2023,12,CUST0286,Electronics,F,64,40713.0,2,3.1570948287880864,0
2023,12,CUST0002,Home,F,47,86244.0,4,2.8378576624453036,0
2021,4,CUST0036,Home,M,32,84566.0,3,4.72238407004406,0
2020,7,CUST0119,Clothing,M,23,193268.0,3,4.292185620535706,0
2023,9,CUST0263,Home,F,67,170972.0,1,4.26635218190584,0
2021,10,CUST0235,Toys,M,27,46646.0,2,3.955156375023177,0
2021,4,CUST0267,Electronics,F,33,93714.0,2,3.353891315938645,0
2022,3,CUST0298,Books,F,51,81191.0,3,4.834495666730024,0
2020,10,CUST0036,Electronics,F,18,145876.0,6,3.48847133346437,1
2021,10,CUST0279,Books,F,18,94464.0,2,3.2023873280304915,0
2020,12,CUST0095,Toys,F,38,,2,4.033096287517067,0
2020,9,CUST0111,Toys,M,22,104047.0,2,2.2108095593308104,0
2023,12,CUST0113,Electronics,F,33,99544.0,3,,0
2020,5,CUST0103,Clothing,F,62,83299.0,4,3.3708628106239518,0
2021,4,CUST0117,Home,F,61,97543.0,5,3.9606704950535754,0
2022,12,CUST0225,Toys,F,67,82156.0,0,4.487040477367932,0
2022,9,CUST0218,Toys,F,23,111828.0,3,4.676237884803184,0
2021,10,CUST0218,Electronics,M,37,132647.0,0,4.21825909783257,0
2020,8,CUST0278,Books,M,41,138588.0,3,4.445686006370999,0
2023,1,CUST0071,Toys,M,44,158609.0,2,3.440502678104066,0
2022,10,CUST0225,Home,M,44,97026.0,3,3.5928487023620836,0
2021,7,CUST0169,Books,M,62,26943.0,2,3.3368046528085014,0
2022,5,CUST0217,Electronics,M,21,130142.0,3,3.96649769917394,0
2022,2,CUST0024,Electronics,F,51,101380.0,2,3.5160897455774585,0
2021,5,CUST0061,Home,M,63,74535.0,2,2.8730817547589194,0
2023,7,CUST0280,Electronics,F,29,101342.0,1,3.5009031745663863,0
2022,4,CUST0037,Clothing,F,28,96176.0,5,3.838528492345895,0
2023,7,CUST0127,Home,F,35,70468.0,5,3.3550603043562215,0
2021,7,CUST0090,Toys,F,18,153587.0,2,4.142109840893077,0
2021,10,CUST0138,Books,M,59,77965.0,1,4.162632348492247,0
2023,7,CUST0185,Home,F,36,126982.0,3,4.707629041596586,0
2021,6,CUST0145,Books,F,24,35582.0,2,4.522056054189278,0
2023,12,CUST0202,Toys,M,39,26032.0,2,3.0462416882505883,0
2022,1,CUST0159,Home,F,28,144527.0,2,4.445859016603459,0
2021,5,CUST0258,Home,M,62,26101.0,0,3.4428651365070055,0
2020,12,CUST0133,Electronics,M,48,124389.0,4,4.03917528447677,0
2022,9,CUST0164,Books,M,66,86179.0,4,3.5278449297722374,0
2022,10,CUST0013,Books,F,34,18444.0,2,2.88707407885851,0
2023,8,CUST0263,Home,M,32,134566.0,5,3.5832942027877253,0
2021,8,CUST0215,Books,M,38,101909.0,5,3.373962474339737,0
2021,8,CUST0042,Electronics,F,43,58864.0,4,4.874260391982603,0
2023,1,CUST0033,Toys,M,51,156238.0,3,4.818269482391905,0
2020,2,CUST0114,Electronics,F,51,103220.0,5,4.1828480214562695,0
2020,7,CUST0041,Books,F,64,61181.0,0,3.4321299423381046,0
2022,5,CUST0222,Electronics,F,25,133258.0,2,3.569318417932326,0
2023,5,CUST0281,Clothing,M,23,131990.0,2,4.080541706076949,0
2022,1,CUST0118,Home,M,19,106191.0,4,4.989719211824037,0
2020,12,CUST0053,Books,M,54,,2,3.5614161847583716,0
2021,8,CUST0211,Electronics,F,24,74308.0,2,3.080494462088604,0
2021,9,CUST0147,Home,F,55,47602.0,3,4.831146565212607,0
2022,6,CUST0172,Books,M,44,100722.0,4,3.8616537622544995,0
2021,7,CUST0101,Home,M,33,161257.0,3,2.8641673062855997,0
2022,4,CUST0124,Clothing,F,18,146651.0,2,5.0,0
2020,4,CUST0001,Home,M,43,61742.0,1,4.94469705315444,0
2020,7,CUST0034,Electronics,M,21,87262.0,1,3.131310555249487,0
2022,1,CUST0261,Clothing,F,30,125150.0,2,3.83518983334656,0
2023,1,CUST0223,Books,M,22,77750.0,3,3.9095010629235087,1
2023,5,CUST0019,Clothing,F,32,99872.0,4,3.5441741386471666,0
2020,2,CUST0060,Home,F,34,97675.0,2,,0
2022,7,CUST0096,Clothing,M,32,147203.0,6,5.0,0
2023,3,CUST0119,Clothing,M,51,221897.0,2,4.3997985178965315,0
2023,9,CUST0141,Books,M,59,130944.0,1,3.8307269759695535,1
2023,11,CUST0156,Books,M,62,104817.0,1,4.8900615251512844,0
2021,10,CUST0257,Books,M,64,158765.0,2,3.7744073128589704,0
2021,4,CUST0078,Electronics,F,68,72814.0,4,5.0,0
2022,9,CUST0043,Clothing,M,19,72761.0,0,3.723860852989886,0
2021,2,CUST0082,Toys,M,34,140517.0,4,3.9122912642952556,0
2023,5,CUST0242,Home,F,21,30567.0,0,3.7050344192580855,1
2020,2,CUST0125,Clothing,M,41,111405.0,4,,0
2022,1,CUST0283,Home,F,36,147323.0,3,2.8358858733142025,0
2022,6,CUST0221,Toys,M,50,135595.0,2,4.226010503652023,0
2021,3,CUST0164,Clothing,F,44,85738.0,4,3.2988502798625574,0
2021,8,CUST0176,Books,F,53,73878.0,5,3.611222458539186,1
2020,10,CUST0038,Books,M,59,97680.0,0,4.948705515592126,0
2021,5,CUST0002,Electronics,F,18,,1,4.555111097223145,1
2020,12,CUST0171,Clothing,M,69,74590.0,3,4.2742553743256515,0
2023,5,CUST0046,Toys,M,34,128335.0,3,4.6979711012979255,0
2021,7,CUST0159,Clothing,F,31,141199.0,2,4.478809621837112,0
2020,12,CUST0055,Toys,M,25,18778.0,2,3.116351629630978,0
2022,4,CUST0253,Electronics,F,35,156307.0,2,3.087727694797327,0
2021,4,CUST0118,Books,M,28,57569.0,2,4.471733892697069,0
2023,7,CUST0154,Toys,M,21,79855.0,1,3.7482042988264324,0
2021,12,CUST0113,Books,F,62,54727.0,6,,1
2021,12,CUST0183,Electronics,M,44,100297.0,4,3.4528719577597844,0
2022,12,CUST0176,Home,M,65,44835.0,4,4.811980888823551,0
2020,8,CUST0088,Clothing,F,27,53252.0,0,3.7613462124370396,0
2023,8,CUST0266,Clothing,F,27,42059.0,1,2.9220597086190274,0
2022,9,CUST0298,Electronics,M,25,102542.0,3,3.317871718318042,0
2021,4,CUST0105,Electronics,F,68,86244.0,6,4.060400666825807,0
2023,4,CUST0160,Home,F,46,93580.0,6,4.1244620812212265,0
2020,8,CUST0247,Electronics,F,37,49511.0,1,3.9054886429490776,0
2022,6,CUST0271,Books,F,29,130122.0,2,4.881898136450526,0
2021,3,CUST0274,Toys,M,39,121321.0,4,3.632181932991972,0
2022,8,CUST0161,Clothing,F,49,94109.0,3,3.8397600570371964,0
2020,2,CUST0032,Electronics,F,25,129491.0,5,3.1114523051845104,0
2021,5,CUST0153,Books,F,59,138588.0,5,4.145430719198059,1
2020,5,CUST0224,Toys,F,63,38558.0,3,4.393705994881769,0
2020,7,CUST0243,Electronics,M,46,148739.0,0,3.161455040537872,0
2020,3,CUST0233,Clothing,M,40,60501.0,4,3.9973521803948318,0
2020,12,CUST0060,Electronics,M,69,110796.0,4,3.333786247754546,0
2020,5,CUST0007,Clothing,M,58,80760.0,4,5.0,0
2022,8,CUST0191,Home,M,67,79179.0,5,3.098676864790257,0
2020,12,CUST0125,Clothing,M,25,86458.0,3,3.7651894255503318,0
2020,9,CUST0067,Books,M,32,85750.0,2,4.173145460192742,0
2022,3,CUST0036,Electronics,M,43,37668.0,3,4.200309003224688,0
2022,8,CUST0048,Electronics,F,50,45758.0,5,4.566517744966754,0
2023,3,CUST0048,Clothing,F,62,55234.0,4,3.628674232517395,0
2020,2,CUST0184,Home,F,49,1000.0,5,5.0,0
2020,8,CUST0059,Toys,F,50,105039.0,3,4.816554258998273,0
2023,10,CUST0174,Clothing,F,65,108199.0,4,4.372820947685897,1
2022,4,CUST0160,Home,F,51,62243.0,4,3.7604341313533514,0
2021,7,CUST0226,Electronics,F,23,,1,3.3722615086554297,0
2020,5,CUST0087,Clothing,M,36,95071.0,4,3.0558056184984843,0
2020,1,CUST0205,Books,M,63,101698.0,3,3.8796152056429087,0
2020,5,CUST0008,Electronics,M,67,104489.0,3,4.090041245904645,0
2020,1,CUST0277,Books,M,28,43518.0,3,4.985372748551104,0
2022,12,CUST0155,Electronics,F,56,90061.0,5,2.8838185334636894,0
2022,3,CUST0201,Electronics,M,44,41999.0,1,4.268705533188468,0
2020,7,CUST0076,Home,M,25,99191.0,1,4.522190681695593,0
2020,5,CUST0049,Toys,M,60,57719.0,4,3.4463321364699655,0
2021,8,CUST0074,Clothing,M,27,68463.0,3,2.8056389435707585,0
2021,9,CUST0085,Electronics,F,62,167565.0,3,5.0,0
2023,9,CUST0160,Clothing,M,40,195444.0,2,3.692594927168643,0
2020,10,CUST0255,Books,F,68,70249.0,3,3.8472143732536086,0
2022,1,CUST0287,Books,F,25,54847.0,2,2.5033794241904097,0
2020,12,CUST0280,Clothing,F,39,77882.0,1,4.036668335312465,0
2021,8,CUST0185,Home,M,47,78768.0,2,4.396096179711789,0
2023,6,CUST0126,Toys,M,54,188070.0,4,2.7511177874001027,0
2022,7,CUST0293,Books,F,39,125040.0,4,3.6495689104430005,0
2022,1,CUST0183,Home,F,55,138177.0,1,3.982730462956435,0
2023,9,CUST0130,Electronics,M,48,139204.0,3,4.602366136283966,0
2023,4,CUST0121,Home,F,20,,0,2.6677889589701547,0
2021,6,CUST0084,Home,F,39,99279.0,5,4.935453194626142,0
2022,8,CUST0209,Books,F,51,130535.0,5,5.0,1
2021,4,CUST0046,Books,F,56,116025.0,5,5.0,0
2021,7,CUST0250,Home,M,19,148066.0,1,4.67859216122652,0
2022,2,CUST0155,Clothing,F,42,104746.0,2,4.002436281398628,1
2022,1,CUST0074,Electronics,M,18,85411.0,1,5.0,0
2020,9,CUST0290,Electronics,F,30,157228.0,4,3.613648073152488,0
2021,8,CUST0025,Clothing,F,59,104016.0,1,5.0,0
2021,11,CUST0126,Electronics,F,29,144050.0,4,3.7781132525302645,0
2020,2,CUST0156,Clothing,M,66,121760.0,3,4.382488878321863,0
2021,5,CUST0266,Clothing,F,26,119065.0,0,4.535709363658251,0
2020,6,CUST0247,Clothing,M,33,119513.0,3,4.11733462094585,0
2021,2,CUST0234,Electronics,F,36,97203.0,6,4.254950712486094,0
2020,8,CUST0050,Toys,M,35,80432.0,4,2.836000120657214,0
2022,9,CUST0069,Clothing,M,62,82178.0,1,3.812806884396019,1
2020,12,CUST0021,Electronics,F,22,76551.0,2,3.2047806192321655,1
2022,6,CUST0120,Clothing,M,46,3458.0,2,,0
2022,4,CUST0297,Toys,F,38,121496.0,3,3.4018901201937393,0
2021,11,CUST0032,Toys,F,19,127421.0,3,4.282947760244803,1
2020,10,CUST0031,Home,M,65,117281.0,1,3.7931502817570038,0
2023,1,CUST0237,Home,M,35,120499.0,4,3.830226128642646,0
2022,11,CUST0197,Clothing,M,37,,6,3.8620784999495195,0
2021,10,CUST0204,Books,F,18,47002.0,2,4.187552694967506,1
2022,1,CUST0048,Toys,F,35,128025.0,5,3.5527128859831376,0
2023,9,CUST0100,Electronics,F,35,45043.0,3,4.800688132272672,0
2022,1,CUST0207,Books,F,54,115457.0,7,4.078803823971507,0
2022,9,CUST0023,Toys,F,43,47347.0,2,3.521729355968029,1
2020,6,CUST0264,Books,F,27,87255.0,3,3.2051256877623238,0
2023,8,CUST0156,Clothing,M,40,14316.0,1,3.0605369475287607,0
2021,2,CUST0156,Clothing,F,69,108835.0,1,4.908292554796059,0
2021,8,CUST0206,Electronics,M,48,90092.0,4,,0
2023,11,CUST0288,Toys,F,48,86706.0,1,3.552627577297583,0
2022,5,CUST0265,Books,F,20,108852.0,2,3.9193423060387422,0
2023,9,CUST0136,Clothing,F,53,170766.0,3,4.181279149424618,0
2020,2,CUST0198,Clothing,F,32,75567.0,4,4.299047464258303,0
2022,5,CUST0081,Clothing,M,69,66283.0,3,4.817233687621336,0
2021,8,CUST0099,Toys,F,59,190124.0,3,3.54221865767114,0
2022,3,CUST0024,Toys,F,63,78133.0,4,,0
2020,2,CUST0275,Books,F,23,92201.0,7,3.7100087446672383,1
2022,11,CUST0021,Clothing,F,59,78522.0,3,4.246637750274502,0
2023,7,CUST0157,Clothing,F,58,68688.0,6,3.5420916868998926,0
2023,8,CUST0195,Clothing,F,50,111696.0,4,4.0862308110922125,0
2020,5,CUST0224,Toys,F,25,118649.0,3,5.0,0
2020,8,CUST0016,Clothing,F,50,109634.0,4,3.7031769011510525,0
2022,1,CUST0179,Home,M,67,82274.0,2,4.30989268575942,0
2021,2,CUST0194,Toys,M,51,66579.0,2,5.0,0
2022,3,CUST0140,Books,M,38,146098.0,4,,0
2023,8,CUST0160,Home,M,55,119773.0,3,4.378630026844482,0
2022,6,CUST0120,Books,F,68,95948.0,1,3.3976678189911866,0
2023,10,CUST0050,Electronics,M,50,74466.0,1,2.798779963863417,0
2022,7,CUST0219,Books,F,64,177333.0,3,3.704481651319906,0
2022,2,CUST0177,Clothing,F,55,175963.0,5,1.8719545454355178,0
2021,2,CUST0244,Clothing,F,58,156327.0,2,3.122463208440986,0
2023,2,CUST0205,Books,M,28,127419.0,3,3.3761732842763585,0
2022,11,CUST0063,Electronics,M,63,79373.0,1,5.0,0
2021,5,CUST0138,Books,F,65,108162.0,1,4.823930197837711,0
2021,9,CUST0002,Clothing,F,45,37671.0,5,4.159515086425578,0
2020,11,CUST0223,Toys,F,69,113865.0,1,3.482315371988528,0
2022,9,CUST0151,Clothing,F,47,60672.0,2,,0
2020,2,CUST0046,Electronics,F,46,128051.0,4,5.0,0
2023,8,CUST0175,Clothing,F,22,88479.0,3,3.6215289832773716,0
2023,5,CUST0234,Home,F,25,65686.0,3,2.7419611194794546,0
2022,9,CUST0274,Books,M,41,144953.0,4,4.6584029942302205,1
2021,3,CUST0048,Electronics,M,61,119324.0,4,4.00790330202493,0
2023,5,CUST0069,Home,F,30,89408.0,3,4.198987131103227,1
2021,11,CUST0147,Home,M,40,119556.0,1,4.478595518921335,0
2022,1,CUST0292,Electronics,F,62,170361.0,3,3.8831095032132716,0
2021,12,CUST0169,Books,F,44,140148.0,3,3.0858476138834927,1
2023,4,CUST0256,Toys,M,18,118685.0,4,5.0,0
2023,9,CUST0205,Home,M,44,99344.0,4,3.9427349769844247,0
2023,7,CUST0251,Books,M,35,76161.0,3,3.6460555783242645,0
2021,9,CUST0123,Electronics,M,52,115955.0,5,5.0,0
2023,8,CUST0161,Clothing,M,34,129713.0,3,3.1572709017989955,0
2021,3,CUST0020,Home,M,36,197641.0,2,5.0,0
2020,3,CUST0240,Electronics,M,68,74633.0,2,5.0,0
2021,12,CUST0210,Clothing,M,32,164808.0,3,3.7828167401074553,0
2021,11,CUST0270,Home,F,42,118080.0,2,3.530706267238581,0
2021,10,CUST0211,Toys,F,31,81997.0,2,3.9167631126415032,0
2020,9,CUST0199,Toys,M,39,119921.0,9,4.80808252506201,0
2023,9,CUST0094,Home,M,33,60826.0,4,3.114845213511865,0
2021,9,CUST0080,Clothing,F,30,130757.0,6,5.0,0
2021,8,CUST0053,Electronics,F,18,69988.0,1,2.914848469127357,0
2021,9,CUST0203,Books,M,34,75979.0,3,3.133580761240748,0
2020,8,CUST0159,Clothing,F,26,43691.0,3,3.201801386010268,0
2023,5,CUST0174,Books,M,67,82677.0,4,3.9990199574162646,0
2022,1,CUST0102,Clothing,F,30,134818.0,5,3.730073266787812,1
2021,12,CUST0180,Toys,M,65,48547.0,2,3.4284686188459434,1
2021,8,CUST0010,Books,F,46,87586.0,2,4.956237701291639,0
2021,1,CUST0242,Electronics,F,39,134292.0,3,5.0,0
2020,9,CUST0056,Toys,F,63,111722.0,2,4.407061982620045,0
2022,4,CUST0028,Home,M,19,88260.0,0,3.2828062328022773,0
2023,8,CUST0116,Home,F,34,133602.0,0,3.573886056528205,1
2021,11,CUST0163,Books,M,52,36300.0,3,3.464885695362296,0
2020,6,CUST0141,Books,F,54,88191.0,4,4.188903989546406,0
2023,5,CUST0009,Books,M,67,62241.0,2,4.223068066449851,0
2021,11,CUST0061,Toys,M,21,109603.0,1,3.020928558680526,0
2021,12,CUST0064,Toys,M,60,104886.0,1,3.379106848173127,0
2021,1,CUST0196,Books,F,32,88651.0,2,4.2357444279213725,0
