직원ID,부서,연봉,근속연수,성과등급,교육참여횟수,업무만족도
EMP1566,Marketing,7454,11.0,B,3,3.89
EMP1567,HR,5798,14.0,B,6,2.71
EMP1568,Finance,7569,27.0,C,2,2.77
EMP1569,Sales,7655,30.0,A,3,3.73
EMP1570,Sales,7672,26.0,B,1,4.84
EMP1571,Finance,3437,26.0,A,4,3.55
EMP1572,Finance,7459,8.0,B,3,4.7
EMP1573,Finance,4087,8.0,A,3,4.01
EMP1574,Sales,9563,17.0,C,4,3.79
EMP1575,HR,7719,,C,1,3.7
EMP1576,Marketing,4798,8.0,C,0,3.14
EMP1577,Sales,9390,4.0,C,2,3.69
EMP1578,Sales,9779,3.0,B,8,3.8
EMP1579,IT,7620,0.0,C,3,4.75
EMP1580,Marketing,6821,16.0,B,1,3.47
EMP1581,Marketing,9761,21.0,B,5,3.12
EMP1582,IT,5013,29.0,A,3,3.49
EMP1583,Marketing,4182,29.0,B,2,4.04
EMP1584,IT,3750,12.0,B,4,5.0
EMP1585,Sales,6008,8.0,B,6,3.83
EMP1586,Sales,7804,12.0,B,6,3.79
EMP1587,Finance,8317,3.0,C,4,4.34
EMP1588,IT,6885,3.0,B,5,3.46
EMP1589,Sales,7116,3.0,A,1,3.52
EMP1590,Sales,7961,30.0,B,6,3.55
EMP1591,HR,9908,17.0,C,4,3.77
EMP1592,HR,7598,13.0,B,2,5.0
EMP1593,Finance,4820,18.0,B,2,3.5
EMP1594,Marketing,5134,21.0,B,6,4.14
EMP1595,HR,9991,7.0,B,2,4.2
EMP1596,Sales,8813,19.0,B,3,3.67
EMP1597,Sales,6784,29.0,C,1,3.31
EMP1598,Marketing,5440,4.0,C,2,4.35
EMP1599,Marketing,3032,23.0,A,2,3.72
EMP1600,Sales,3218,20.0,B,3,4.38
EMP1601,IT,6422,6.0,C,4,4.41
EMP1602,Sales,6053,27.0,B,3,3.66
EMP1603,HR,6873,5.0,B,4,3.67
EMP1604,HR,9253,16.0,B,3,3.69
EMP1605,Sales,6564,14.0,B,2,3.38
EMP1606,IT,6231,20.0,A,2,3.48
EMP1607,Finance,6171,17.0,C,7,3.49
EMP1608,HR,5865,15.0,A,4,4.66
EMP1609,Marketing,5679,4.0,B,2,3.99
EMP1610,IT,4893,1.0,B,1,4.14
EMP1611,HR,9823,7.0,C,7,3.81
EMP1612,Finance,3448,20.0,A,2,4.03
EMP1613,HR,4861,17.0,A,2,4.29
EMP1614,Marketing,8356,9.0,A,4,3.13
EMP1615,Marketing,8452,13.0,B,4,4.24
EMP1616,HR,4907,23.0,C,3,3.31
EMP1617,Finance,9151,22.0,A,3,3.65
EMP1618,HR,3259,23.0,A,3,3.63
EMP1619,Finance,5500,5.0,B,5,5.0
EMP1620,Marketing,6995,22.0,C,0,4.68
EMP1621,Finance,3787,4.0,B,2,3.84
EMP1622,HR,8134,24.0,B,1,3.2
EMP1623,Marketing,4677,21.0,C,0,2.97
EMP1624,IT,5392,27.0,C,1,4.8
EMP1625,Sales,8151,0.0,B,4,3.2
EMP1626,Sales,4216,10.0,B,3,4.93
EMP1627,Sales,3410,,B,1,4.46
EMP1628,IT,8808,9.0,C,1,4.06
EMP1629,Sales,4973,4.0,C,9,3.51
EMP1630,Finance,7423,20.0,C,3,3.76
EMP1631,Finance,7525,,A,1,4.78
EMP1632,Finance,9879,25.0,B,9,3.52
EMP1633,HR,7689,7.0,A,2,4.17
EMP1634,Sales,4017,10.0,A,1,4.8
EMP1635,Sales,5446,26.0,A,5,3.58
EMP1636,Marketing,6753,30.0,C,4,4.81
EMP1637,Sales,5334,0.0,A,3,3.76
EMP1638,HR,9875,25.0,C,2,3.75
EMP1639,Sales,6945,,A,1,3.9
EMP1640,HR,5094,7.0,A,3,4.15
EMP1641,Sales,6804,9.0,B,2,3.79
EMP1642,Marketing,5482,28.0,B,1,4.54
EMP1643,Finance,4137,25.0,A,5,
EMP1644,HR,4811,9.0,C,2,4.26
EMP1645,IT,4911,27.0,C,6,4.81
EMP1646,IT,9142,27.0,B,3,3.59
EMP1647,Finance,3194,4.0,B,4,4.91
EMP1648,IT,5114,10.0,C,3,4.22
EMP1649,Finance,4330,14.0,B,0,4.07
EMP1650,Sales,3721,10.0,A,1,4.06
EMP1651,IT,8023,6.0,B,1,4.56
EMP1652,HR,9715,18.0,C,2,4.7
EMP1653,Sales,5722,29.0,B,2,3.6
EMP1654,Sales,7451,12.0,B,2,3.89
EMP1655,HR,3021,4.0,B,2,4.44
EMP1656,Marketing,9824,13.0,C,0,4.87
EMP1657,Finance,4875,18.0,C,8,4.59
EMP1658,Finance,8530,3.0,A,0,4.07
EMP1659,Marketing,5492,15.0,B,6,4.54
EMP1660,Finance,4494,11.0,C,5,3.13
EMP1661,IT,3740,22.0,B,3,3.77
EMP1662,IT,6552,9.0,C,4,3.69
EMP1663,HR,8008,30.0,C,1,3.67
EMP1664,Marketing,5611,12.0,C,3,3.4
EMP1665,HR,9653,3.0,B,3,3.77
EMP1666,HR,5632,9.0,B,2,4.62
EMP1667,Sales,9658,4.0,B,6,3.81
EMP1668,HR,8891,30.0,B,3,4.85
EMP1669,IT,4247,9.0,B,5,3.52
EMP1670,Finance,9400,9.0,B,4,3.47
EMP1671,HR,8708,16.0,A,2,4.72
EMP1672,IT,7647,4.0,A,1,3.87
EMP1673,IT,3137,28.0,A,3,3.95
EMP1674,IT,4059,19.0,B,3,4.86
EMP1675,HR,5005,9.0,B,5,3.89
EMP1676,Finance,6091,22.0,C,4,3.69
EMP1677,Sales,8493,10.0,B,4,4.29
EMP1678,Finance,5290,6.0,C,2,3.69
EMP1679,Finance,9374,9.0,B,3,4.3
EMP1680,HR,5972,17.0,C,3,4.23
EMP1681,IT,5806,11.0,B,2,4.37
EMP1682,IT,5551,4.0,B,3,5.0
EMP1683,Sales,7570,27.0,B,1,3.53
EMP1684,Marketing,9367,12.0,A,4,4.53
EMP1685,HR,4029,26.0,B,1,3.76
EMP1686,Finance,7321,16.0,B,2,4.33
EMP1687,Marketing,5074,23.0,C,2,3.74
EMP1688,Sales,9700,0.0,A,3,4.4
EMP1689,Finance,7156,0.0,B,7,3.37
EMP1690,Finance,5336,27.0,B,2,4.95
EMP1691,IT,6034,30.0,C,8,3.31
EMP1692,IT,6641,6.0,B,4,4.18
EMP1693,Finance,6206,21.0,B,3,5.0
EMP1694,Finance,5106,5.0,C,8,3.49
EMP1695,HR,4520,23.0,A,4,4.88
EMP1696,Finance,7922,28.0,A,2,3.48
EMP1697,Marketing,4700,14.0,C,7,2.99
EMP1698,Marketing,3331,29.0,B,4,4.17
EMP1699,Sales,7840,1.0,C,7,3.22
EMP1700,IT,5498,12.0,B,4,4.13
EMP1701,Marketing,5083,18.0,C,5,4.88
EMP1702,Marketing,8603,4.0,B,5,3.82
EMP1703,IT,6793,3.0,B,1,3.87
EMP1704,Sales,8273,16.0,B,2,4.48
EMP1705,Marketing,5476,9.0,B,3,4.01
EMP1706,Marketing,3103,24.0,B,1,4.35
EMP1707,Sales,8563,7.0,B,6,4.11
EMP1708,HR,4311,7.0,B,4,3.95
EMP1709,Marketing,9048,2.0,B,3,3.89
EMP1710,Finance,7776,19.0,C,5,4.6
EMP1711,IT,6144,0.0,B,5,4.26
EMP1712,IT,6913,6.0,B,2,4.36
EMP1713,HR,8762,,B,4,4.44
EMP1714,Sales,7610,7.0,B,6,3.67
EMP1715,Marketing,9444,20.0,B,1,4.11
EMP1716,Marketing,9345,28.0,B,2,4.14
EMP1717,HR,7424,12.0,B,3,4.7
EMP1718,Sales,9192,3.0,A,1,3.87
EMP1719,Sales,7005,20.0,B,0,3.63
EMP1720,Finance,8134,16.0,B,4,4.75
EMP1721,HR,5786,10.0,B,2,2.96
EMP1722,HR,9739,19.0,B,1,5.0
EMP1723,HR,5199,27.0,A,3,4.22
EMP1724,Marketing,7259,19.0,C,1,
EMP1725,HR,9253,13.0,A,2,4.48
EMP1726,IT,6028,2.0,C,2,5.0
EMP1727,IT,8538,1.0,A,2,4.33
EMP1728,Finance,7850,25.0,A,1,4.37
EMP1729,Marketing,9290,23.0,B,3,
EMP1730,HR,9256,4.0,C,4,2.11
EMP1731,HR,3151,25.0,C,6,4.43
EMP1732,Sales,5478,13.0,C,1,3.48
EMP1733,Sales,7568,26.0,B,2,2.96
EMP1734,Marketing,8684,19.0,B,0,3.9
EMP1735,IT,3393,5.0,B,1,5.0
EMP1736,IT,3129,28.0,B,2,4.31
EMP1737,HR,8531,15.0,C,4,3.53
EMP1738,IT,7532,7.0,C,5,3.88
EMP1739,Marketing,4093,6.0,B,1,4.94
EMP1740,IT,9924,19.0,B,5,3.59
EMP1741,Marketing,9649,13.0,B,2,3.36
EMP1742,Sales,3447,30.0,C,3,4.35
EMP1743,IT,3531,12.0,A,1,4.08
EMP1744,IT,5084,1.0,B,0,4.44
EMP1745,Finance,8042,3.0,B,3,4.05
EMP1746,Finance,3534,23.0,B,1,4.37
EMP1747,Sales,4476,30.0,C,3,3.76
EMP1748,Sales,4034,14.0,B,3,4.36
EMP1749,HR,4639,2.0,A,1,5.0
EMP1750,Sales,6101,17.0,B,4,3.26
EMP1751,Marketing,4466,7.0,A,0,3.4
EMP1752,IT,4286,17.0,B,4,3.24
EMP1753,Sales,8108,17.0,B,6,4.51
EMP1754,Marketing,6525,29.0,B,1,4.1
EMP1755,HR,4590,7.0,B,3,4.65
EMP1756,Marketing,9564,12.0,C,5,4.25
EMP1757,Marketing,4092,29.0,C,2,4.1
EMP1758,IT,3968,4.0,A,2,4.17
EMP1759,HR,4622,19.0,A,3,4.35
EMP1760,Finance,9990,28.0,B,3,3.74
EMP1761,HR,8549,6.0,C,7,4.59
EMP1762,IT,3974,15.0,A,1,3.43
EMP1763,IT,4738,13.0,B,4,4.11
EMP1764,Marketing,8295,7.0,C,2,4.41
EMP1765,HR,5268,5.0,C,2,3.94
EMP1766,IT,7414,0.0,B,2,4.53
EMP1767,IT,7337,17.0,A,2,4.95
EMP1768,HR,6151,13.0,C,3,2.8
EMP1769,HR,6288,22.0,C,2,2.79
EMP1770,HR,6106,4.0,B,0,4.6
EMP1771,Sales,7020,28.0,B,2,3.05
EMP1772,IT,9178,22.0,C,5,4.91
EMP1773,HR,3573,5.0,A,2,3.87
EMP1774,HR,9677,11.0,C,2,3.17
EMP1775,Marketing,7498,26.0,B,2,4.15
EMP1776,HR,9398,9.0,B,4,3.96
EMP1777,Marketing,9088,18.0,B,0,4.58
EMP1778,Sales,5693,2.0,C,3,3.75
EMP1779,IT,4715,7.0,B,3,5.0
EMP1780,Sales,4446,13.0,B,2,3.64
EMP1781,IT,8704,26.0,B,3,4.67
EMP1782,Marketing,7491,1.0,C,2,4.71
EMP1783,Sales,9825,25.0,B,2,4.62
EMP1784,Sales,8738,11.0,A,5,4.76
EMP1785,Finance,6875,3.0,A,4,4.13
EMP1786,Finance,3706,10.0,B,2,3.3
EMP1787,Sales,5184,0.0,C,0,4.63
EMP1788,Marketing,7016,8.0,B,3,3.82
EMP1789,Marketing,3936,25.0,B,5,4.13
EMP1790,Finance,8804,4.0,C,4,
EMP1791,HR,3626,8.0,C,2,3.74
EMP1792,HR,4676,2.0,A,4,4.54
EMP1793,Marketing,9954,18.0,A,2,4.6
EMP1794,Sales,9670,18.0,B,5,
EMP1795,Finance,5759,11.0,A,1,3.64
EMP1796,Finance,6829,4.0,B,2,3.58
EMP1797,Marketing,4992,30.0,A,4,3.97
EMP1798,IT,6888,5.0,A,4,3.96
EMP1799,Marketing,4089,16.0,B,3,5.0
EMP1800,IT,8314,5.0,B,2,3.78
EMP1801,Marketing,9339,2.0,A,2,3.55
EMP1802,HR,6475,2.0,B,2,2.37
EMP1803,IT,5679,12.0,A,1,3.62
EMP1804,Marketing,7762,10.0,B,3,3.33
EMP1805,Sales,5593,18.0,B,2,4.12
EMP1806,IT,7563,19.0,A,5,3.47
EMP1807,Marketing,4491,14.0,A,3,3.22
EMP1808,IT,9347,6.0,B,2,3.95
EMP1809,Marketing,4066,5.0,A,2,4.15
EMP1810,Finance,6103,4.0,A,0,3.41
EMP1811,Finance,8419,10.0,C,8,4.37
EMP1812,HR,5001,5.0,B,2,3.81
EMP1813,IT,7509,7.0,B,4,2.73
EMP1814,Marketing,6738,11.0,A,5,3.81
EMP1815,IT,7917,16.0,B,4,4.32
EMP1816,Marketing,7677,29.0,B,2,
EMP1817,Finance,9928,21.0,B,3,3.26
EMP1818,Marketing,6791,19.0,C,4,
EMP1819,Sales,6591,27.0,A,3,3.85
EMP1820,IT,6569,23.0,B,4,2.44
EMP1821,Sales,7373,8.0,A,3,3.95
EMP1822,IT,8756,1.0,C,4,3.57
EMP1823,Finance,4357,3.0,A,1,3.39
EMP1824,Finance,9725,7.0,B,1,4.39
EMP1825,Sales,3198,21.0,B,3,2.78
EMP1826,HR,4708,25.0,C,2,4.29
EMP1827,Sales,9765,2.0,B,3,3.95
EMP1828,IT,4346,28.0,A,4,
EMP1829,Marketing,3549,5.0,B,4,3.75
EMP1830,IT,8574,5.0,B,7,3.85
EMP1831,Sales,8190,30.0,B,0,4.84
EMP1832,IT,4227,15.0,A,4,4.56
EMP1833,Marketing,6432,18.0,A,2,4.11
EMP1834,HR,7928,5.0,B,6,4.55
EMP1835,Sales,9338,5.0,A,0,3.85
EMP1836,HR,6858,7.0,B,2,3.47
EMP1837,Marketing,5543,11.0,B,1,5.0
EMP1838,IT,6675,29.0,C,1,4.18
EMP1839,Sales,5003,12.0,B,4,4.29
EMP1840,Marketing,9468,,B,4,4.2
EMP1841,HR,3948,10.0,B,5,4.43
EMP1842,Marketing,5990,4.0,A,5,3.84
EMP1843,Sales,9368,29.0,B,1,4.06
EMP1844,Sales,5304,8.0,C,2,4.77
EMP1845,Marketing,5301,29.0,B,1,5.0
EMP1846,Marketing,4331,1.0,B,5,3.05
EMP1847,Marketing,4058,13.0,B,3,3.41
EMP1848,Finance,8953,22.0,B,2,4.37
EMP1849,HR,7688,11.0,B,1,3.66
EMP1850,IT,7348,9.0,B,6,4.84
EMP1851,Finance,3473,17.0,B,3,3.58
EMP1852,Finance,7681,0.0,C,0,4.74
EMP1853,Sales,5733,27.0,B,2,3.97
EMP1854,IT,8619,9.0,B,3,4.42
EMP1855,IT,5273,0.0,B,1,3.94
EMP1856,IT,9381,4.0,C,3,4.29
EMP1857,HR,8531,18.0,C,4,3.79
EMP1858,Marketing,3609,0.0,B,0,4.39
EMP1859,Marketing,7955,30.0,B,2,4.28
EMP1860,IT,3248,22.0,B,6,3.21
EMP1861,HR,8696,4.0,B,1,4.54
EMP1862,HR,5629,30.0,C,2,3.86
EMP1863,Sales,3415,11.0,C,0,4.1
EMP1864,Finance,3590,30.0,B,3,3.91
EMP1865,Sales,8198,10.0,A,5,4.04
EMP1866,Finance,6811,6.0,B,2,4.79
EMP1867,Finance,4743,14.0,C,2,2.91
EMP1868,Finance,9649,25.0,C,4,3.64
EMP1869,HR,4897,11.0,C,2,3.46
EMP1870,IT,3233,17.0,A,3,4.74
EMP1871,HR,6846,7.0,B,2,4.61
EMP1872,Finance,4770,30.0,A,3,3.01
EMP1873,IT,6360,20.0,B,2,4.44
EMP1874,Marketing,7563,22.0,C,3,3.26
EMP1875,IT,8431,18.0,B,3,
EMP1876,Sales,6738,1.0,B,2,4.37
EMP1877,Finance,9202,8.0,B,3,
EMP1878,IT,5120,30.0,C,2,4.3
EMP1879,Finance,8373,4.0,A,3,4.1
EMP1880,IT,3365,22.0,B,3,3.19
EMP1881,Marketing,6690,26.0,B,2,3.77
EMP1882,Marketing,9245,25.0,A,3,5.0
EMP1883,Sales,6780,19.0,B,2,
EMP1884,Finance,3896,9.0,A,3,3.66
EMP1885,Marketing,3990,8.0,A,6,
EMP1886,Sales,9397,10.0,B,2,3.51
EMP1887,IT,5684,24.0,C,5,4.17
EMP1888,Finance,9498,16.0,B,3,4.04
EMP1889,Sales,7789,13.0,B,3,4.14
EMP1890,Sales,3290,,B,4,3.35
EMP1891,Sales,4912,11.0,A,0,5.0
EMP1892,HR,8809,1.0,B,1,4.9
EMP1893,IT,4484,12.0,B,1,3.92
EMP1894,Marketing,3263,10.0,B,0,3.71
EMP1895,Finance,9217,28.0,B,2,3.14
EMP1896,HR,3534,5.0,C,2,3.55
EMP1897,Sales,8945,1.0,C,5,4.16
EMP1898,Finance,4029,16.0,C,6,4.21
EMP1899,HR,7109,18.0,A,5,4.19
EMP1900,Marketing,4372,15.0,B,1,4.32
EMP1901,Marketing,4993,25.0,B,3,4.01
EMP1902,Marketing,3143,8.0,B,5,4.53
EMP1903,Sales,8745,27.0,C,2,4.01
EMP1904,Sales,8921,13.0,C,1,3.99
EMP1905,Marketing,3936,23.0,B,0,3.45
EMP1906,HR,9531,1.0,B,2,3.88
EMP1907,Marketing,3842,5.0,B,2,3.17
EMP1908,HR,7743,7.0,C,4,3.07
EMP1909,HR,3287,4.0,C,1,
EMP1910,Sales,7531,1.0,B,2,4.13
EMP1911,Finance,9950,17.0,B,3,3.19
EMP1912,Finance,5895,26.0,A,3,4.02
EMP1913,HR,6019,14.0,B,2,3.89
EMP1914,Finance,5326,26.0,A,0,3.71
EMP1915,Sales,7051,16.0,B,1,4.06
EMP1916,IT,8454,20.0,B,3,2.98
EMP1917,IT,6901,18.0,C,6,3.59
EMP1918,HR,5371,13.0,B,6,3.91
EMP1919,IT,5893,26.0,A,3,3.66
EMP1920,Finance,5926,20.0,C,7,4.08
EMP1921,Sales,6724,13.0,A,2,3.87
EMP1922,Marketing,4805,28.0,B,2,3.58
EMP1923,HR,5241,17.0,B,3,3.31
EMP1924,Finance,9802,,B,1,3.17
EMP1925,Sales,5510,4.0,B,2,3.02
EMP1926,Finance,8728,0.0,B,5,3.42
EMP1927,Marketing,7119,26.0,C,2,4.33
EMP1928,Sales,6423,8.0,A,2,4.29
EMP1929,Sales,3492,24.0,A,2,2.76
EMP1930,Marketing,8246,9.0,B,0,3.28
EMP1931,Sales,9194,16.0,B,6,4.8
EMP1932,Sales,9955,29.0,B,4,3.28
EMP1933,IT,9140,27.0,C,1,3.74
EMP1934,IT,9700,22.0,C,2,4.73
EMP1935,Marketing,4764,8.0,C,2,3.86
EMP1936,Sales,3422,13.0,B,0,3.61
EMP1937,Marketing,5093,0.0,B,1,4.89
EMP1938,IT,4194,9.0,C,6,
EMP1939,Sales,7610,16.0,B,3,
EMP1940,Sales,9993,4.0,C,0,4.44
EMP1941,Sales,3361,3.0,B,0,4.49
EMP1942,IT,9528,0.0,A,8,3.87
EMP1943,Finance,8065,3.0,C,3,3.02
EMP1944,IT,9796,11.0,C,2,
EMP1945,Sales,8476,3.0,A,4,4.67
EMP1946,Marketing,3621,0.0,C,3,4.18
EMP1947,Finance,5652,5.0,B,4,3.68
EMP1948,IT,3155,3.0,C,2,4.52
EMP1949,Sales,5331,14.0,B,4,4.31
EMP1950,IT,3462,5.0,B,2,4.22
EMP1951,IT,9323,25.0,C,0,3.23
EMP1952,IT,6479,23.0,B,1,3.78
EMP1953,IT,5947,,B,3,3.94
EMP1954,Marketing,4632,2.0,C,1,3.2
EMP1955,Sales,7752,25.0,A,1,3.78
EMP1956,Marketing,5795,24.0,A,2,4.28
EMP1957,HR,3055,9.0,C,3,3.45
EMP1958,Marketing,4978,9.0,C,3,
EMP1959,Sales,3642,2.0,A,2,3.57
EMP1960,HR,8492,26.0,A,3,3.5
EMP1961,Finance,6078,5.0,C,2,3.73
EMP1962,HR,5529,20.0,C,4,3.11
EMP1963,Marketing,7618,10.0,C,6,4.26
EMP1964,Finance,9736,9.0,B,1,3.68
EMP1965,Marketing,5433,13.0,B,3,3.39
EMP1966,IT,9264,11.0,A,1,4.96
EMP1967,HR,4284,9.0,B,1,4.79
EMP1968,HR,4695,24.0,B,1,4.3
EMP1969,HR,7616,20.0,A,3,3.08
EMP1970,Sales,5884,16.0,C,3,3.17
EMP1971,IT,4861,10.0,B,3,3.71
EMP1972,IT,6500,27.0,A,4,3.77
EMP1973,IT,5478,1.0,C,5,2.65
EMP1974,HR,5058,24.0,A,0,4.07
EMP1975,Marketing,4254,17.0,C,0,3.73
EMP1976,Finance,3422,11.0,B,1,
EMP1977,Sales,4925,,C,2,3.58
EMP1978,Finance,6267,0.0,C,2,3.69
EMP1979,IT,6470,15.0,B,4,4.02
EMP1980,HR,5589,5.0,A,3,3.93
EMP1981,HR,5360,8.0,B,0,4.52
EMP1982,IT,9474,8.0,B,4,3.89
EMP1983,Sales,4337,20.0,A,6,4.66
EMP1984,Sales,7583,10.0,B,2,3.09
EMP1985,Sales,9320,14.0,B,4,3.31
EMP1986,Finance,4281,23.0,B,2,4.86
EMP1987,Marketing,6690,13.0,A,6,3.87
EMP1988,HR,9395,6.0,A,2,4.71
EMP1989,Finance,5400,18.0,B,5,3.34
EMP1990,Finance,6535,2.0,B,5,4.24
EMP1991,HR,9320,15.0,B,3,3.75
EMP1992,HR,3955,19.0,A,6,3.82
EMP1993,Sales,4182,14.0,B,6,4.86
EMP1994,IT,4715,13.0,B,4,3.73
EMP1995,Marketing,9175,19.0,A,0,3.88
EMP1996,Sales,6917,22.0,B,2,3.71
EMP1997,IT,3799,2.0,A,4,4.04
EMP1998,HR,6773,16.0,B,2,3.76
EMP1999,Marketing,7420,16.0,B,1,4.59
EMP2000,Marketing,8220,7.0,B,1,4.34
EMP2001,IT,8064,17.0,C,5,4.29
EMP2002,HR,6552,4.0,B,3,4.96
EMP2003,Finance,7099,17.0,B,4,3.68
EMP2004,Finance,8626,6.0,C,3,3.84
EMP2005,IT,9316,4.0,B,3,4.13
EMP2006,Marketing,5525,29.0,C,3,4.21
EMP2007,HR,8782,19.0,B,3,4.0
EMP2008,Sales,6855,,B,4,4.09
EMP2009,HR,6874,4.0,C,2,
EMP2010,Finance,8690,20.0,C,5,4.43
EMP2011,Sales,6390,24.0,C,3,3.22
EMP2012,IT,4222,13.0,B,3,4.56
EMP2013,Marketing,5933,26.0,A,2,4.2
EMP2014,Marketing,9819,24.0,B,1,3.81
EMP2015,Sales,9787,2.0,C,2,4.31
EMP2016,Marketing,4705,29.0,B,2,3.03
EMP2017,IT,9095,3.0,B,4,3.13
EMP2018,Sales,7117,24.0,C,3,2.89
EMP2019,Marketing,9447,17.0,C,2,3.79
EMP2020,Finance,9704,22.0,B,2,4.34
EMP2021,Sales,6912,24.0,A,3,4.18
EMP2022,Finance,4664,10.0,A,4,3.96
EMP2023,Finance,8555,12.0,C,4,4.09
EMP2024,IT,9626,20.0,B,3,4.07
EMP2025,IT,8881,21.0,C,1,3.83
EMP2026,Marketing,9620,22.0,B,2,4.08
EMP2027,Sales,3285,24.0,B,3,3.3
EMP2028,Sales,8988,0.0,B,3,
EMP2029,Sales,6736,18.0,B,1,2.68
EMP2030,Marketing,3825,12.0,B,6,2.92
EMP2031,HR,9185,9.0,C,1,3.67
EMP2032,IT,6544,29.0,B,6,4.46
EMP2033,Finance,7047,15.0,B,2,3.29
EMP2034,Marketing,3126,28.0,B,6,4.1
EMP2035,Sales,5132,24.0,B,3,3.48
EMP2036,Sales,3364,16.0,C,1,3.96
EMP2037,Sales,8180,10.0,B,5,3.8
EMP2038,HR,7016,27.0,B,4,3.75
EMP2039,Finance,4153,11.0,B,2,3.86
EMP2040,Sales,7850,15.0,B,3,4.5
EMP2041,Marketing,8534,26.0,B,1,4.31
EMP2042,Finance,4874,29.0,B,2,3.68
EMP2043,IT,5580,3.0,B,2,4.04
EMP2044,Sales,3148,14.0,B,6,3.98
EMP2045,Sales,8818,7.0,A,3,3.93
EMP2046,HR,7759,2.0,B,3,4.56
EMP2047,IT,6468,16.0,B,2,4.25
EMP2048,Finance,5764,11.0,B,3,3.06
EMP2049,Sales,8008,9.0,A,3,2.76
EMP2050,Marketing,9169,7.0,B,1,4.21
EMP2051,Sales,8569,15.0,C,4,4.69
EMP2052,Finance,3370,29.0,C,4,3.26
EMP2053,IT,4229,1.0,A,4,4.64
EMP2054,HR,5848,20.0,C,4,4.77
EMP2055,Finance,7056,28.0,A,2,4.13
EMP2056,Marketing,6928,27.0,B,0,4.4
EMP2057,Sales,9612,7.0,C,3,3.54
EMP2058,IT,7906,12.0,C,2,3.67
EMP2059,Finance,5837,29.0,C,5,4.74
EMP2060,IT,6526,19.0,B,2,3.75
EMP2061,HR,4280,23.0,B,2,5.0
EMP2062,Finance,4361,26.0,C,3,4.12
EMP2063,HR,3547,0.0,B,5,3.3
EMP2064,IT,4522,0.0,C,5,3.98
EMP2065,Marketing,3136,19.0,C,4,4.64
EMP2066,Finance,3718,4.0,A,0,4.1
EMP2067,Finance,3189,14.0,C,3,3.59
EMP2068,Finance,7416,26.0,B,3,3.18
EMP2069,Sales,9623,10.0,A,1,3.99
EMP2070,Marketing,6043,21.0,C,1,4.67
EMP2071,IT,8367,18.0,B,4,4.34
EMP2072,HR,3884,11.0,C,1,
EMP2073,IT,5495,7.0,C,3,3.83
EMP2074,Finance,7617,11.0,B,2,3.77
EMP2075,Sales,3774,14.0,B,3,3.4
EMP2076,IT,5193,29.0,A,4,5.0
EMP2077,IT,5528,5.0,C,3,3.1
EMP2078,IT,9936,24.0,C,4,4.13
EMP2079,HR,4574,5.0,A,1,3.66
EMP2080,Marketing,9134,,B,6,3.49
EMP2081,HR,6315,10.0,B,6,4.12
EMP2082,Finance,5740,11.0,B,1,3.36
EMP2083,Finance,9316,6.0,A,5,4.54
EMP2084,Marketing,4106,16.0,C,2,4.25
EMP2085,IT,7460,17.0,C,2,4.46
EMP2086,Sales,4506,18.0,A,2,3.51
EMP2087,Sales,8732,0.0,B,1,3.54
EMP2088,Finance,9112,26.0,C,0,3.32
EMP2089,Sales,6617,21.0,C,3,3.07
EMP2090,HR,5505,23.0,A,2,4.61
EMP2091,IT,8023,27.0,B,0,4.22
EMP2092,HR,6512,16.0,C,5,3.69
EMP2093,HR,6103,0.0,B,3,4.41
EMP2094,Marketing,5775,21.0,B,4,
EMP2095,Sales,3138,0.0,C,3,3.91
EMP2096,IT,4807,18.0,B,4,4.62
EMP2097,Sales,9297,8.0,C,1,4.27
EMP2098,HR,6932,4.0,B,1,4.76
EMP2099,HR,6878,2.0,A,3,3.88
EMP2100,Sales,8787,12.0,C,2,4.21
EMP2101,IT,4672,2.0,C,1,3.64
EMP2102,HR,7840,11.0,A,1,4.13
EMP2103,HR,6048,15.0,B,3,4.72
EMP2104,Marketing,5193,4.0,B,6,4.3
EMP2105,Finance,7769,5.0,C,2,4.27
EMP2106,HR,5661,5.0,C,3,3.22
EMP2107,HR,7802,4.0,B,2,4.66
EMP2108,Sales,8407,4.0,B,2,2.69
EMP2109,Finance,4457,10.0,B,2,
EMP2110,HR,6085,8.0,C,4,3.91
EMP2111,HR,5874,21.0,A,2,4.91
EMP2112,Finance,7508,25.0,A,3,4.06
EMP2113,HR,9130,0.0,B,0,3.6
EMP2114,Sales,7055,22.0,B,1,3.42
EMP2115,IT,4798,21.0,A,4,4.05
EMP2116,Sales,7376,11.0,B,8,4.2
EMP2117,Finance,6053,13.0,B,2,4.69
EMP2118,Sales,9756,,C,3,4.67
EMP2119,Sales,8821,0.0,B,4,3.77
EMP2120,HR,4680,5.0,C,3,3.91
EMP2121,HR,4981,9.0,B,3,5.0
EMP2122,Finance,9553,6.0,B,4,4.75
EMP2123,Finance,9407,23.0,B,6,4.22
EMP2124,Finance,5415,17.0,B,3,3.8
EMP2125,HR,8659,24.0,B,2,3.26
EMP2126,IT,7682,11.0,A,2,3.55
EMP2127,Marketing,7653,16.0,B,5,4.09
EMP2128,HR,4616,0.0,C,4,4.05
EMP2129,HR,9302,7.0,B,2,3.4
EMP2130,HR,3689,21.0,B,4,4.52
EMP2131,Sales,7595,20.0,B,4,3.78
EMP2132,IT,8776,17.0,B,3,4.49
